,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81
5621,CCBBCEAD,CCBBCEAD,DBAECCDBDBCAEBBDDECAEAEAADD,DBAEXCXBDBCAEBBXDECAEAEAADD,EACBECAB,10010.0,CBADDADCDDDEDCBDDCBCBBBABBA,011090901000001910000001000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"28,7","40,8","25,0","64,5",79.0,75.0,80.0,50.0,50.0,50.0,"24,7","25,0","23,3",25.0,20.0,25.0,A,A,A,B,C,B,D,A,B,A,A,A,A,A,C,27.0,A,A,B,C,A,C,D,E,A,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,D,B,I,I,F,B,C,C,D,A,A,A,A
5622,CCBBCEAD,CCBBCEAD,DBAECCDBDBCAEBBDDECAEAEAADD,DBAEXCXBDBCAEBBXDECAEAEAADD,BBADCEEC,1100.0,DBACEEBBECCAABDCDECAEEDAADD,111090910011010911111001111,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"62,4","48,0","25,0","82,5",70.0,70.0,70.0,95.0,75.0,100.0,"67,2","66,7","70,0",100.0,60.0,50.0,A,A,A,B,D,B,C,C,E,D,A,A,A,A,A,27.0,B,C,A,G,A,E,E,E,E,F,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,2.0,4.0,5.0,4.0,6.0,6.0,2.0,1.0,1.0,1.0,6.0,5.0,5.0,6.0,7.0,1.0,1.0,6.0,5.0,6.0,6.0,6.0,4.0,1.0,2.0,5.0,5.0,3.0,6.0,6.0,1.0,1.0,A,C,B,C,A,B,C,D,A,B,B,A,A
5623,CCBBCEAD,CCBBCEAD,DBAECCDBDBCAEBBDDECAEAEAADD,DBAEXCXBDBCAEBBXDECAEAEAADD,DECECEDE,1100.0,EDAEDCABCCCABABADEEEECEAAED,001191910011001911001011101,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"51,2","36,4","25,0","53,5",58.0,50.0,60.0,49.0,65.0,45.0,"56,1","58,3","43,3",65.0,40.0,25.0,A,D,A,B,B,B,C,A,A,D,A,A,C,A,C,27.0,A,A,B,C,B,B,C,E,E,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,A,C,B,C,A,B,C,A,A,A,B,A,A
5624,CCBBCEAD,CCBBCEAD,DBAECCDBDBCAEBBDDECAEAEAADD,DBAEXCXBDBCAEBBXDECAEAEAADD,BCBECEBC,1101100.0,BEACCCAEBEDEBEDBDEDEDCBAABD,001091900000000911000001101,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,"35,4","60,2","50,0","75,5",78.0,70.0,80.0,73.0,65.0,75.0,"27,1","29,2","15,0",0.0,20.0,25.0,B,D,A,B,B,C,D,B,B,A,A,A,A,A,E,27.0,A,A,C,G,A,B,C,E,F,A,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,A,F,I,I,A,A,C,D,A,B,C,A,B
5625,CCBBCEAD,CCBBCEAD,DBAECCDBDBCAEBBDDECAEAEAADD,DBAEXCXBDBCAEBBXDECAEAEAADD,EAEDBCED,1.0,BDACCCEECDAAAACEDDBCEEBDBBE,001091900001000910001000000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"21,5","26,1","12,5","46,5",22.0,50.0,15.0,71.0,55.0,75.0,"19,9","20,8","15,0",25.0,20.0,0.0,B,D,A,B,B,C,D,A,E,E,A,A,A,A,A,27.0,A,A,B,A,A,C,D,E,F,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,D,J,I,I,A,C,D,A,A,C,C,C,B
5626,CCBBCEAD,CCBBCEAD,DBAECCDBDBCAEBBDDECAEAEAADD,DBAEXCXBDBCAEBBXDECAEAEAADD,BCABBBBE,1010000.0,EBCABABCCCBADEBDBECADCBEEED,010090900001001901110000001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"32,7","43,6","25,0","71,5",67.0,55.0,70.0,76.0,80.0,75.0,"29,1","29,2","28,3",0.0,60.0,25.0,A,A,A,B,F,B,E,B,B,A,A,A,A,A,A,27.0,A,A,B,A,A,E,C,E,A,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,6.0,3.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,D,B,I,I,A,C,C,D,A,A,A,A,A
5627,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BDCECBBB,90001000.0,DBBDBBCBBCBDDACDCCDCACCCBBE,000100900010990100011000019,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,555.0,555.0,"24,2","8,6","14,3","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"29,4","26,1","48,3",40.0,80.0,25.0,B,A,A,C,F,C,D,A,A,A,E,F,A,A,A,27.0,A,C,B,C,A,B,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,B,G,A,D,A,A,A,C,A,A,A,A
5628,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DACDEECD,90000101.0,DEDBABEDAEEADCDECABAEBDBBBA,000000910001991000100000019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"25,6","34,4","28,6","43,0",36.0,60.0,30.0,50.0,50.0,50.0,"22,7","21,7","28,3",0.0,60.0,25.0,A,D,A,D,D,D,A,A,D,E,E,A,A,A,B,27.0,B,A,A,B,B,B,B,E,C,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,5.0,8.0,8.0,8.0,7.0,6.0,6.0,5.0,6.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,D,J,I,I,A,A,A,A,A,B,B,B,B
5629,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BADDEECD,90000101.0,CBDBDBDDCAEAADDDCABBBABDCEA,000010910001991100100001109,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"37,1","37,0","28,6","49,5",34.0,50.0,30.0,65.0,45.0,70.0,"37,1","34,8","50,0",40.0,60.0,50.0,A,A,B,E,D,B,B,A,B,A,B,A,A,A,A,27.0,E,D,C,A,A,B,B,E,C,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,D,A,I,I,D,B,A,D,D,A,B,A,A
5630,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,CBABBCBE,90010000.0,DEBBDBDCAEEEBCDEDA*ADAACACA,000010900000991010000010009,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,"16,8","22,8","14,3","35,5",71.0,55.0,75.0,0.0,0.0,0.0,"14,8","17,4","0,0",0.0,0.0,0.0,A,D,A,A,A,C,C,B,C,E,E,A,A,A,C,27.0,A,A,F,K,B,C,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,I,I,F,E,A,D,A,B,A,A,A
5631,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BDDEEAEE,90000000.0,DBEBBBDEAECAAADECDACDDADEBA,000000900001991000010011019,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"19,0","9,2","0,0","23,0",5.0,25.0,0.0,41.0,25.0,45.0,"22,2","26,1","0,0",0.0,0.0,0.0,A,D,B,A,A,B,E,A,C,C,J,A,A,A,A,27.0,A,C,B,H,A,C,D,E,E,D,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,B,H,A,A,G,D,A,B,B,B,B
5632,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCAECEAB,91001110.0,EBABAABCEEDBDABECECBCDDECAB,101001901000990000000000109,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,"29,0","54,9","57,1","51,5",40.0,40.0,40.0,63.0,35.0,70.0,"20,4","21,7","13,3",40.0,0.0,0.0,A,D,A,B,B,B,D,A,C,A,E,A,A,A,C,27.0,A,A,B,C,B,C,C,D,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,C,G,A,A,B,A,D,A,A,B,A,A
5633,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,CCDEBECA,91000100.0,EBABABDDBCEABABEAADAECACDAC,101000910001990000000010009,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,"18,1","17,2","28,6","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"18,4","21,7","0,0",0.0,0.0,0.0,A,D,A,B,B,B,C,B,E,E,B,A,A,A,A,27.0,A,A,F,G,B,B,B,E,C,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,E,A,A,A,A,D,A,A,A,A,A
5634,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BEDECECE,90001100.0,DADCDEEDEAEEBAECCEBDCEEECBE,010010911000990000100100119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"42,3","51,8","28,6","86,5",75.0,75.0,75.0,98.0,90.0,100.0,"39,1","34,8","63,3",55.0,70.0,65.0,A,D,A,D,D,B,D,B,B,A,B,A,A,A,A,27.0,B,A,A,E,A,E,E,E,E,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,D,A,G,B,D,B,A,D,B,B,A,B,A
5635,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ECAEBECE,91000100.0,DAAAAC.BDACEEBECAACBDCAABCA,011000900000990000000010009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"26,3","45,0","28,6","69,5",72.0,60.0,75.0,67.0,55.0,70.0,"20,1","13,0","60,0",70.0,80.0,30.0,A,C,A,B,A,B,D,A,E,E,E,A,A,A,C,27.0,A,A,B,C,B,C,C,E,H,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,B,D,G,B,A,B,B,D,C,B,B,A,B
5636,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,AACDCEBD,90001101.0,EAAADEDDADBA..DDADDCCDDDAAA,111010910011991100010001009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"47,2","45,9","42,9","50,5",51.0,55.0,50.0,50.0,50.0,50.0,"47,6","47,8","46,7",70.0,70.0,0.0,B,D,A,D,B,C,B,A,E,A,B,A,A,A,A,27.0,A,A,C,K,B,C,C,E,B,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,A,C,E,A,D,B,A,B,A,A,A,A,A
5637,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,,,,,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,,,,,,,,,,,,,,,,,B,D,A,B,B,C,B,E,B,A,B,A,A,A,A,27.0,D,A,C,A,A,C,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,G,A,D,B,A,D,D,A,B,A,A
5638,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ECCECECD,91001101.0,DDADAACDEDBAACDDDCDDEEEDDEE,001101911011991110000101009,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,333.0,333.0,"43,9","34,3","57,1","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"47,1","52,2","18,3",55.0,0.0,0.0,A,D,A,B,B,B,G,C,C,C,B,A,A,A,A,27.0,E,A,B,A,B,D,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,G,A,D,B,A,D,A,A,B,A,A
5639,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DBDDCEBB,90001100.0,AAADDAEDBBBDDDBDDEBACBCCCAB,011111910110990110100000109,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,555.0,555.0,"45,8","22,2","28,6","12,5",0.0,0.0,0.0,25.0,45.0,20.0,"53,6","52,2","61,7",45.0,80.0,60.0,A,A,A,C,D,C,D,B,C,E,B,A,A,A,A,27.0,A,D,F,B,B,C,C,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,D,B,I,I,A,A,B,D,C,A,A,A,A
5640,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ECBEBEED,91100101.0,DADADACDEEACAEDDDEECADACBEA,010011911000991110011010009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"48,9","46,7","57,1","31,0",31.0,55.0,25.0,31.0,55.0,25.0,"49,6","47,8","60,0",85.0,80.0,15.0,A,A,A,B,F,B,E,B,E,C,B,A,A,A,C,27.0,B,A,B,E,A,B,C,E,B,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,I,G,A,D,B,A,D,B,B,B,B,B
5641,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EDAECDED,90001001.0,BCEDDDDDDEEEDB*ECEAECDDCBCE,000110910000990000000000009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,"20,1","38,8","28,6","54,0",37.0,65.0,30.0,71.0,75.0,70.0,"13,8","13,0","18,3",30.0,0.0,25.0,A,D,A,B,D,B,E,A,E,C,E,A,A,A,A,27.0,A,A,B,A,A,C,B,E,C,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,D,B,E,A,D,A,B,D,B,A,A,B,A
5642,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EADCCAAA,90001010.0,EBEBDEEDCADBAAEECBAEEEDEEEE,100010910000990001000100009,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,"18,1","17,2","28,6","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"18,4","21,7","0,0",0.0,0.0,0.0,A,D,A,B,B,B,D,A,E,B,B,A,A,A,A,27.0,A,A,A,B,B,B,A,E,A,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,A,C,F,A,A,A,A,A,A,B,A,A,A
5643,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCCEAEBB,91000100.0,EBEADCDDECBBACDEDDBEEADBBBC,100010911010991010100000019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"45,3","55,2","28,6","95,0",95.0,75.0,100.0,95.0,75.0,100.0,"42,0","39,1","58,3",30.0,80.0,65.0,A,B,A,B,C,B,C,A,B,A,E,A,A,A,A,27.0,D,A,G,A,B,B,B,E,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,A,B,I,I,D,B,F,D,A,A,A,A,A
5644,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BABACEEB,90101100.0,EBDBDACCBDBBAEDEDDCACCEACBA,100011900010991010000000119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"37,0","50,3","42,9","61,5",50.0,70.0,45.0,73.0,65.0,75.0,"32,6","34,8","20,0",40.0,20.0,0.0,B,D,A,B,B,C,D,A,A,A,E,A,A,A,A,27.0,A,A,G,J,B,E,B,E,A,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,B,E,A,D,B,F,A,C,B,A,A,A
5645,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ADBCEADB,90100000.0,ECECBDBEAAEACDDECECADAAACCE,100000900001991000000010109,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,555.0,555.0,"20,8","8,6","14,3","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"24,9","21,7","43,3",40.0,80.0,10.0,A,C,A,B,B,B,C,A,C,A,E,A,A,A,A,27.0,D,D,A,A,B,C,B,C,E,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,D,A,I,I,A,C,F,E,A,A,A,B,A
5646,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,CCEBDEDD,91010101.0,DCAADAEDECCBBCDDCDBDEAADCBB,001011911000991100100011119,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"47,3","56,1","57,1","54,5",78.0,70.0,80.0,31.0,75.0,20.0,"44,4","52,2","0,0",0.0,0.0,0.0,A,D,A,B,B,B,F,B,C,C,B,A,A,A,A,27.0,A,A,B,A,B,B,E,C,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,G,A,A,A,A,A,A,A,A,A,A
5647,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,,,,,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,,,,,,,,,,,,,,,,,B,A,A,D,C,B,F,C,C,D,C,A,A,A,D,27.0,B,A,B,A,B,C,C,E,A,A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,7.0,7.0,5.0,7.0,7.0,5.0,5.0,2.0,4.0,7.0,7.0,7.0,4.0,3.0,5.0,5.0,3.0,7.0,1.0,4.0,4.0,2.0,7.0,2.0,7.0,1.0,C,B,I,I,A,B,A,A,C,B,B,D,D
