,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81
0,CCBBCEAD,CCBBCEAD,ZACDEEDDACECCECEADECBCDBBAB,ZACDEEDDXXECCEXEAXXCBCDBXAB,DCBBCDCE,1111000.0,AEAEDEEEBEDEDEDCADEDBEEEAAA,800001009900019019901000910,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"32,9","58,8","50,0","72,0",93.0,65.0,100.0,51.0,75.0,45.0,"24,3","25,0","20,0",0.0,40.0,20.0,A,D,A,D,C,B,H,B,B,A,A,A,B,A,A,27.0,D,A,B,C,A,B,C,A,E,F,6.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,8.0,6.0,4.0,3.0,8.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,6.0,5.0,5.0,,,,,,,,,,,,,
1,CCBBCEAD,CCBBCEAD,DBBCBDCZBADABEEAAECDEDEAADD,DBBCBDCZBADABEXAXEXDEDEAADD,AABBECAD,110011.0,ECDDADDDDAAAEAEBAAECAECDABD,000001080101009090900000101,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,"25,0","40,2","50,0","25,5",25.0,25.0,25.0,26.0,50.0,20.0,"19,9","21,7","10,0",30.0,0.0,0.0,A,A,A,A,B,C,C,A,D,C,A,A,A,A,D,27.0,B,C,B,A,B,A,E,E,A,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,A,I,A,C,A,D,B,A,A,A,A,A,A
2,CCBBCEAD,CCBBCEAD,BAAEEBDDBADECCCEDACDEEEAADD,BAAXXBDDXAXECCCEDACDEEEAADD,BCBBEEED,1110101.0,ADAADBEDDAABBDDBDAADEECAADD,001991019190000011011101111,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"58,4","66,1","62,5","71,5",72.0,60.0,75.0,71.0,55.0,75.0,"55,8","56,5","51,7",40.0,30.0,85.0,A,B,A,B,B,F,H,A,B,A,H,A,F,A,A,27.0,A,A,E,F,A,C,C,E,H,F,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,1.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,B,J,I,I,A,B,D,A,E,B,C,B,B
3,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,DCBBCEBB,1111100.0,EDCBDABADAADDAEDABDACDCAACB,119901109091109091010910091,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,333.0,"49,6","64,3","62,5","67,0",79.0,75.0,80.0,55.0,75.0,50.0,"44,7","52,6","0,0",0.0,0.0,0.0,A,A,A,F,F,D,A,F,B,A,A,A,E,B,A,27.0,A,B,B,G,A,A,D,A,A,I,4.0,4.0,3.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,6.0,5.0,3.0,3.0,5.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,,,,,,,,,,,,,
4,CCBBCEAD,CCBBCEAD,ABDEBBEADCCDECCAAEBBCCAADAD,ABDEBBEXDXCDECCXXEBXCCAAXAD,ACABCEAE,1011110.0,ABDEBBEADBCDECBCAEBEACAABAD,111111191911110991190111911,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"79,2","72,7","62,5","88,0",80.0,80.0,80.0,96.0,80.0,100.0,"81,4","90,5","30,0",0.0,40.0,50.0,A,D,A,F,E,A,A,F,B,A,A,A,D,A,A,27.0,B,A,B,A,A,A,C,A,E,F,6.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,7.0,5.0,1.0,1.0,6.0,2.0,7.0,2.0,4.0,5.0,7.0,5.0,1.0,1.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,4.0,5.0,6.0,7.0,2.0,2.0,5.0,,,,,,,,,,,,,
5,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EDABCEAD,90011111.0,EBADDADDAEADAADEEDBEECABDBE,101111910000991000100010019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"53,9","68,4","71,4","64,0",61.0,65.0,60.0,67.0,55.0,70.0,"49,0","43,5","80,0",100.0,80.0,60.0,A,C,A,E,D,A,A,E,C,D,A,A,A,A,A,27.0,B,A,B,C,A,B,B,E,G,A,4.0,4.0,3.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,6.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,B,J,D,A,A,A,B,D,C,C,C,C,B
6,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,DACECECD,1101.0,EEDDDDECABADCCCCAEEBCBCDACD,109900019191019190100910090,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"38,4","43,3","37,5","52,0",37.0,65.0,30.0,67.0,55.0,70.0,"36,8","42,1","6,7",20.0,0.0,0.0,A,D,A,E,E,D,A,E,B,A,B,A,A,A,A,27.0,B,A,B,C,A,C,E,A,A,F,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,
7,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,BCBBCEDD,1111101.0,EDDEDABCACBDCCEEADEDDCCAAEE,119901119091019090101910090,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"53,0","62,8","75,0","44,5",23.0,55.0,15.0,66.0,50.0,70.0,"49,7","52,6","33,3",100.0,0.0,0.0,A,A,A,F,D,B,B,F,B,A,B,A,A,A,A,27.0,B,A,B,C,A,B,C,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
8,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,CECCCCCC,10001000.0,ECCCCACCCBCDDEACABBBCACAECA,109901019191109191000910190,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,555.0,333.0,"40,3","15,0","25,0","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"48,7","52,6","26,7",80.0,0.0,0.0,A,A,A,F,F,A,A,G,C,E,B,A,A,A,A,27.0,B,A,A,C,A,E,C,E,E,F,4.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,4.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
9,CCBBCEAD,CCBBCEAD,EDCAEABCDBADCCACCBBEAEBEZDD,EDXAEABCXBADCCACCBXEAXBEZDD,CBBBCEBD,10111101.0,EDEEEADCEBADADADCDCECCCACEB,119011019111001010910900800,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"53,1","67,0","75,0","55,0",61.0,65.0,60.0,49.0,65.0,45.0,"48,5","50,0","40,0",0.0,20.0,100.0,A,A,A,E,E,A,A,F,C,A,B,A,A,F,A,27.0,B,A,B,C,A,C,C,E,H,F,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,,,,,,,,,,,,,
10,CCBBCEAD,CCBBCEAD,ABDEBBEADCCDECCBCAEAEEEAADD,ABDEBBEXDXCDECCXXAEAEXEAADD,DABBCEBC,111100.0,CBCCDBBCDCBDAACAACDBABDEEDD,010001091901001990000900011,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"37,5","56,8","50,0","67,0",64.0,60.0,65.0,70.0,70.0,70.0,"31,0","31,8","26,7",0.0,40.0,40.0,B,D,A,B,E,B,C,C,E,E,A,A,A,A,F,27.0,A,A,A,H,B,E,D,A,B,A,3.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,8.0,3.0,3.0,6.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,A,J,H,H,A,A,D,D,A,C,C,C,C
11,CCBBCEAD,CCBBCEAD,ABDEBBEADCCDECCBCAEAEEEAADD,ABDEBBEXDXCDECCXXAEAEXEAADD,BCDECEBC,1001100.0,ADCABADAAAACCCDABAEADEDDDAB,100010090900010991110900000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"38,4","55,3","37,5","82,0",71.0,55.0,75.0,93.0,65.0,100.0,"32,7","27,3","63,3",20.0,80.0,90.0,A,E,A,B,B,B,E,A,B,A,G,F,B,A,A,27.0,A,A,B,C,A,B,B,E,E,H,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,C,B,I,I,A,B,D,B,A,A,A,A,A
12,CCBBCEAD,CCBBCEAD,DBAECCDBDBCAEBBDDECAEAEAADD,DBAEXCXBDBCAEBBXDECAEAEAADD,DACBCEBD,11101.0,DCAECDABDCCADBCCDBDAECCBDCD,101190911011010910011000001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"46,9","52,6","50,0","56,5",62.0,50.0,65.0,51.0,55.0,50.0,"45,0","50,0","16,7",30.0,20.0,0.0,A,D,A,B,B,B,D,A,B,B,G,A,F,A,A,27.0,A,A,A,A,B,C,C,E,A,H,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,A,B,H,F,A,B,D,E,E,B,B,B,B
13,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,ECADEEAD,1000111.0,BCDEBABAACEEBCDBDDACBBEDCCA,009100000009090000000019000,555.0,555.0,555.0,555.0,555.0,333.0,336.0,555.0,333.0,333.0,333.0,"14,6","36,2","50,0","15,5",0.0,0.0,0.0,31.0,55.0,25.0,"7,4","8,7","0,0",0.0,0.0,0.0,A,D,A,D,D,D,A,A,A,A,C,A,A,A,C,27.0,A,B,B,B,B,B,E,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,,,,,,,,,,,,,
14,CCBBCEAD,CCBBCEAD,EDCAEABCDBCADEEBBDDAAECBDCC,XDXAEABCXBCXDEEBBDDAAECXDCC,CCBBDEBE,11110100.0,CECCCACBDBCEDCCCDCCABDBCCAD,909001009119100000010009000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"31,5","67,9","62,5","76,0",57.0,65.0,55.0,95.0,75.0,100.0,"19,3","22,7","0,0",0.0,0.0,0.0,A,D,A,B,D,D,A,B,D,E,B,A,A,A,A,27.0,A,B,B,A,A,B,C,E,H,I,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,
15,CCBBCEAD,CCBBCEAD,CEACEZADBBBEBDDBBEAEACBDCCC,XXACEZADBBBEBDDBXEAEXCBDCCC,CEBDDACD,10100001.0,EECECBADBDBDDBEBECDBDBCEBDC,990008111010000190009000001,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,"23,0","22,5","37,5","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"23,2","27,3","0,0",0.0,0.0,0.0,A,A,A,C,D,C,C,C,F,E,E,A,A,A,A,27.0,A,A,A,K,A,B,B,E,A,B,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,8.0,8.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,
16,CCBBCEAD,CCBBCEAD,EDAECDDCDEADECBAEADBCEEBEAB,EDXECDDCDEAXEXBAEADBCEEXEAB,DCBBDEDD,1110101.0,EBCECDBDBECCEAABBAEBEDACEED,109111000109190001010009100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"45,7","71,3","62,5","84,5",71.0,55.0,75.0,98.0,90.0,100.0,"37,2","39,1","26,7",60.0,20.0,0.0,B,F,A,A,A,C,G,A,B,B,E,A,A,A,A,27.0,A,B,F,C,A,D,B,A,C,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
17,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,CCABDEAD,11010111.0,EDECEADCABADEBECABEACDCBACB,119911019191009191110911091,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,"69,0","67,6","75,0","56,5",60.0,60.0,60.0,53.0,85.0,45.0,"69,4","73,7","45,0",85.0,50.0,0.0,A,D,A,B,D,A,A,B,D,E,C,A,A,A,D,27.0,A,B,B,J,A,C,D,A,H,F,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,,,,,,,,,,,,,
18,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BEDABBCA,90000000.0,ACEBAEBEABBAEBBABEDDEDCABDC,000000900111990000000000009,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,"11,6","13,0","0,0","32,5",40.0,40.0,40.0,25.0,25.0,25.0,"11,1","13,0","0,0",0.0,0.0,0.0,C,D,A,B,A,D,A,B,F,D,E,A,A,A,A,27.0,A,A,A,A,B,A,B,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,D,D,I,I,D,D,A,A,E,A,A,D,A
19,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BDABCECD,90011101.0,CEAADADEEBBADABDCECEEEABCBC,001011901111990100000110119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"53,5","56,9","57,1","56,5",47.0,55.0,45.0,66.0,30.0,75.0,"52,4","52,2","53,3",40.0,80.0,40.0,E,B,A,B,B,C,D,B,E,D,C,A,A,A,A,27.0,A,C,B,A,B,C,C,D,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,B,A,A,A,B,A,E,A,A,A,A,A
20,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCCCCEAD,91001111.0,BAADDACDDECDBDDDBCBAEDCDCBC,011111910000991100100001119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"55,0","65,0","71,4","55,5",62.0,50.0,65.0,49.0,65.0,45.0,"51,6","52,2","48,3",55.0,90.0,0.0,C,A,A,B,B,B,B,B,E,E,B,A,A,A,A,27.0,A,A,C,K,A,C,D,D,B,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,C,I,D,B,A,A,A,E,C,B,B,A,A
21,CCBBCEAD,CCBBCEAD,EDCAEABCDBADCCACCBBEAEBEZDD,EDXAEABCXBADCCACCBXEAXBEZDD,DDBBCEDE,111100.0,EEEDEADCBDBCABECCDAECACCCDC,109011019000000110910900810,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,"40,9","51,2","50,0","53,0",55.0,55.0,55.0,51.0,75.0,45.0,"37,4","36,4","43,3",0.0,30.0,100.0,A,A,A,D,E,A,A,C,E,E,J,A,A,A,A,27.0,B,A,B,B,A,C,C,E,E,I,6.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,
22,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BDBACEAE,90101110.0,EAADDAEBECBDAEDDCEACEEAEEBC,111111901010991100010110019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"61,0","58,5","57,1","60,5",44.0,60.0,40.0,77.0,85.0,75.0,"61,8","60,9","66,7",85.0,100.0,15.0,A,D,A,B,B,B,B,A,A,A,E,A,A,A,A,27.0,A,E,G,K,A,C,B,E,A,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,8.0,A,C,G,A,A,A,A,C,C,A,B,C,A
23,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BECBCDBD,90011001.0,EAABDCEDEADEBEBEECEAEEACEAC,111010911000990000000110009,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,555.0,555.0,"38,2","25,7","42,9","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"42,3","34,8","85,0",85.0,90.0,80.0,A,A,A,B,B,B,B,B,C,A,D,A,A,A,D,27.0,A,A,F,C,B,C,B,E,C,H,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,C,I,I,I,A,B,A,D,A,B,B,A,A
24,CCBBCEAD,CCBBCEAD,EDCAEABCDBDDDCBCBBEADDCBEDB,EDXXEABCXBXDDCXCXBEADXCBEXB,DCEBCECB,1011100.0,EDBBEDBCAEBDDBCCCBAACDCBBDB,119910119091109191010911091,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,555.0,333.0,555.0,"54,3","30,0","50,0","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"62,4","68,4","28,3",85.0,0.0,0.0,B,D,A,E,D,C,B,E,C,E,H,A,A,A,C,27.0,B,A,B,A,A,E,B,D,C,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,
25,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DACCBCAB,90000010.0,DADDDAACBEECCDEBDEABBCEDDEC,010111900000990010000001009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"29,2","25,6","14,3","42,5",55.0,55.0,55.0,30.0,50.0,25.0,"30,4","26,1","55,0",45.0,80.0,40.0,B,D,A,D,D,C,B,B,D,E,H,A,F,A,A,27.0,B,A,B,C,B,C,B,E,E,B,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,B,C,I,I,D,B,B,C,D,B,B,A,A
26,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EDCBCEBB,90011100.0,CEACDADEABCABADEDBECDEACCBE,001011900101991011010110119,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,336.0,336.0,555.0,"44,7","25,7","42,9","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"51,0","56,5","20,0",0.0,0.0,60.0,B,D,A,B,B,C,F,B,B,A,J,A,A,A,A,27.0,D,B,C,K,B,D,B,E,E,B,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,4.0,4.0,3.0,5.0,5.0,5.0,6.0,6.0,7.0,1.0,1.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,3.0,A,A,G,A,D,B,A,B,C,B,C,B,B
