,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
384732,2018,1538,10008,10020,2,57522,1,5300108,53,5,42,M,1996,2012.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACBEBDD,11111110.0,CCDACCDBCBEDEBEECAACBBBCBCE,190100110991199119109119111,555,555,555,333,555,333,333,333,333,333,333,"60,1","52,5","87,5",0,0.0,0.0,0.0,0.0,0.0,0.0,"62,6","73,7",0,0.0,0.0,0.0,D,C,C,B,B,C,B,D,D,A,D,A,C,B,A,A,F,D,E,H,A,A,A,A,53.0,A,A,B,G,A,B,B,E,H,,6.0,6.0,4.0,6.0,6.0,2.0,6.0,6.0,6.0,4.0,6.0,6.0,4.0,4.0,6.0,4.0,6.0,,6.0,,6.0,6.0,4.0,6.0,4.0,,,6.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
141432,2018,2616,118,10022,1,71261,1,3304706,33,3,31,M,2004,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CADBBBDE,11010111.0,BABACDEAECDAABBDEACABEDCACB,991900091010108000109090099,555,555,555,555,555,555,555,555,555,555,555,"33,9","63,2",75,"45,5",44.0,60.0,40.0,47.0,55.0,45.0,"24,1","27,8","3,3",10.0,0.0,0.0,E,E,C,C,C,C,D,D,C,A,D,A,B,D,A,A,A,D,E,D,A,A,A,A,33.0,A,A,B,C,B,B,B,E,A,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
212196,2018,640,10005,10022,18,15079,1,3303302,33,3,39,M,1997,2014.0,4.0,0,0,8,0,0,0,27,0,3,0,CACBEBDE,CACBEBDE,DCEEDBABDEDEAADADAECADEEBAC,XCEEDBXBDEDEAADADAECADEEXAC,CACBEBDE,11111111.0,ECEECEABDEDEACDBDBDEBDECABE,911100911111101010000110900,555,555,555,555,555,555,555,555,555,555,555,"59,5",80,100,50,59.0,75.0,55.0,41.0,65.0,35.0,"52,6","54,2","43,3",40.0,50.0,40.0,B,C,C,B,B,B,B,D,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
314322,2018,1423,10005,10022,2,52914,1,1501402,15,1,32,F,2004,2014.0,2.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACBEDDE,11111011.0,EECADADAEAEDCBAECBACDCBCBAB,090111101991099119109019100,555,555,555,555,555,555,555,555,555,555,555,"64,1","84,9","87,5",81,87.0,75.0,90.0,75.0,75.0,75.0,"57,2","57,9","53,3",45.0,65.0,50.0,B,C,D,A,B,B,C,E,D,A,A,A,F,F,B,B,E,D,E,B,A,A,A,A,15.0,B,A,B,A,A,E,E,C,C,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
315719,2018,1386,10005,10022,26,95145,1,3509502,35,3,22,M,2013,2014.0,4.0,0,0,8,0,0,0,27,0,2,0,CACBEBDE,CACBEBDE,ECAEDBADCECCDAEADDBAADCDCDE,ECAEDBADCEXCDAEADXBAADCDCDE,EACCEBEE,1101101.0,ECAEDBCDEECDDBEACEBABDBDBEC,111111010190101109110101000,555,555,555,555,555,555,555,555,555,555,555,"56,8","63,5","62,5",65,49.0,65.0,45.0,81.0,65.0,85.0,"54,5",60,"23,3",0.0,70.0,0.0,C,C,C,B,C,B,C,D,D,A,A,A,D,D,B,C,C,D,E,B,A,A,F,A,35.0,B,A,B,A,A,C,C,E,H,,5.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,5.0,4.0,4.0,6.0,,5.0,1.0,6.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,5.0,1.0,2.0,4.0,5.0,4.0,5.0
68933,2018,481,118,10028,1,111020,1,3518800,35,3,26,M,2010,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CAACDBEE,11000101.0,AADADCDACECABEBAEBDCACACCBA,990910190100018101009090199,555,555,555,555,555,555,555,555,555,555,555,"38,6","47,6",50,44,49.0,65.0,45.0,39.0,75.0,30.0,"35,6","38,9","16,7",0.0,0.0,50.0,D,E,A,C,D,D,B,B,C,A,A,A,E,E,B,B,B,F,E,C,A,A,A,C,35.0,A,A,B,J,A,B,B,E,A,C,5.0,5.0,3.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,6.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,3.0,3.0,6.0
220213,2018,584,10002,10028,804,18953,1,5208707,52,5,22,M,2014,2015.0,2.0,0,0,8,0,0,0,27,0,6,0,CACBEBDE,CACBEBDE,AEDAADCECDECEEBCCABCCAEDBBD,AEDAXDCECDECXEXCXABCCAEXBXD,CACBEDDE,11111011.0,DECACDCDCBECEEACEABCCECABBD,010191101011919191111009191,555,555,555,555,555,555,555,555,555,555,555,"67,6","71,7","87,5",48,42.0,90.0,30.0,54.0,90.0,45.0,"66,2","71,4","36,7",20.0,60.0,30.0,B,B,B,A,A,B,E,D,D,A,D,A,F,E,B,D,E,B,B,A,A,A,A,A,52.0,B,A,B,A,A,B,B,E,D,A,5.0,5.0,,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,,6.0,4.0,5.0,3.0,3.0,,4.0,5.0,5.0,,5.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,4.0,,5.0,3.0,4.0,6.0,6.0,6.0,4.0,5.0
39506,2018,1472,10005,10020,1,111720,2,4207502,42,4,27,F,2008,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,BCCCADEE,100001.0,ABDACBEBABCAEEBAADEABACDCAB,990900090000018100009190199,555,555,555,555,555,555,555,555,555,555,555,"27,7","37,4",25,56,63.0,55.0,65.0,49.0,65.0,45.0,"24,4","22,2","36,7",10.0,50.0,50.0,C,D,D,A,B,C,B,C,E,B,D,A,D,D,C,B,B,E,E,B,A,A,A,A,29.0,A,A,A,A,A,C,C,E,A,E,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,3.0,,5.0,,,6.0,6.0,,2.0,2.0,6.0,6.0,5.0,,,4.0,5.0,4.0,,5.0
372721,2018,2410,10007,10022,94,1191344,1,2304400,23,2,27,M,2009,2016.0,4.0,0,0,8,0,0,0,27,0,7,0,CACBEBDE,CACBEBDE,AEBACEABDDABBBDDCECCDBDEEAC,AEBACXABDXXBBXDXCECCXBDEEAX,BACBEDEE,1111001.0,DEBACEABCDECACADBDBCBDBCBBB,011119110990090900019000009,555,555,555,555,555,555,555,555,555,555,555,"37,8","42,7","62,5",13,8.0,40.0,0.0,18.0,50.0,10.0,"36,2",35,"43,3",50.0,50.0,30.0,D,D,B,C,A,D,B,D,C,A,A,A,D,C,C,E,B,F,E,I,A,A,A,A,23.0,A,A,B,A,A,C,B,A,C,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,,6.0,6.0,6.0,6.0,6.0,1.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0
166528,2018,3529,10008,10020,85,72303,1,3529005,35,3,25,F,2012,2017.0,4.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,BEAABACDCDBECDCBCDAEAEDCEDB,BEXABACDXDBECDXBCDAEAEXCEDB,CDAEDAAD,10000000.0,EEBAADCCCDBAADBBDCAABEEDCDC,019100109110019100100190010,555,555,555,555,555,555,555,555,555,555,555,"39,8","25,5","12,5",45,55.0,75.0,50.0,35.0,55.0,30.0,"44,5","43,5",50,45.0,20.0,85.0,C,C,C,B,B,C,B,D,D,A,A,A,A,F,B,D,G,C,E,B,A,A,A,A,41.0,B,A,A,H,A,C,B,E,A,,6.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
59946,2018,1720,10005,10022,2,95976,1,3106200,31,3,29,F,2008,2016.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,BBACEBDD,1110.0,AADACCECBAADDBAEAABCECECCAD,090100000991099109009009000,555,555,555,555,555,555,555,555,555,555,555,"23,7","47,5","37,5","62,5",66.0,50.0,70.0,59.0,55.0,60.0,"15,7","15,8",15,20.0,5.0,20.0,C,C,A,B,B,A,B,D,D,B,D,B,D,D,C,C,B,E,E,H,A,A,A,C,32.0,A,A,B,J,A,C,B,E,A,,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,3.0,3.0,3.0,1.0,4.0,2.0,6.0,,,1.0,1.0,6.0,5.0,5.0,6.0,3.0,6.0,1.0,6.0,,,5.0,,5.0,5.0,6.0
440840,2018,165,10005,10028,1,5084,1,3304557,33,3,30,F,2006,2014.0,1.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,DBDCDDCD,0.0,AABDACCCEACAAEDABBCBADDECEB,991900091000118101119091199,555,555,555,555,555,555,555,555,336,555,555,42,17,0,"42,5",37.0,65.0,30.0,48.0,60.0,45.0,"50,3","55,6",20,0.0,10.0,50.0,C,C,C,B,B,C,B,D,D,A,A,A,B,D,B,D,B,B,A,C,A,A,A,E,33.0,A,A,B,K,B,C,B,D,A,,5.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,,,,6.0,,5.0,4.0,6.0,6.0,,,6.0,,,6.0,6.0,6.0,6.0,6.0
112348,2018,146,10005,10020,1,107405,1,3549805,35,3,22,F,2014,2017.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CAAEDDDD,11000010.0,BADBDCACAACCAEECDACAEDEECAA,990910090001118010109091199,555,555,555,555,555,555,555,555,555,555,555,43,"39,9","37,5","43,5",45.0,65.0,40.0,42.0,70.0,35.0,44,"44,4","41,7",55.0,20.0,50.0,D,D,C,A,A,B,E,C,C,A,A,A,C,D,B,C,C,C,E,I,A,A,A,A,35.0,A,A,C,A,A,A,B,C,H,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
75308,2018,2831,10008,10022,1,88028,1,4108601,41,4,25,F,2011,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,BCBEDDCC,0.0,BAADEEDECCEEBABEBAAADEDBCAB,990901190000008000009090199,555,555,555,555,555,555,555,555,555,555,555,"15,5","15,8",0,"39,5",43.0,55.0,40.0,36.0,60.0,30.0,"15,4","16,7","8,3",0.0,0.0,25.0,E,D,B,B,B,D,E,C,E,A,D,A,D,D,B,B,B,E,E,B,A,A,A,A,41.0,A,A,B,D,A,B,B,E,C,C,6.0,3.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,1.0
516304,2018,4766,121,10022,18,1184379,1,3118601,31,3,37,F,2000,2018.0,4.0,0,0,8,0,0,0,27,0,3,0,CACBEBDE,CACBEBDE,DCEEDBABDEDEAADADAECADEEBAC,XCEEDBXBDEDEAADADAECADEEXAC,BADCEDDE,1001011.0,BCEEDBDBDEDEACDBBACCBAEEABC,911111911111101001010011901,555,555,555,555,555,555,555,555,555,555,555,61,47,50,"42,5",56.0,60.0,55.0,29.0,45.0,25.0,"65,7","70,8","36,7",60.0,50.0,0.0,D,D,A,B,B,C,B,D,D,B,D,A,B,B,C,C,A,A,A,E,A,A,A,A,31.0,A,E,A,G,A,C,C,E,E,E,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,,1.0,1.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,1.0,3.0
304792,2018,569,10002,10028,13,11993,1,1501402,15,1,26,M,2011,2014.0,1.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,CDDBDADAEDBCCECBCEBACBACEEB,CDDBDADAEDBCXEXBCEBAXBACXEB,CDCAEDBE,10101001.0,CCACEAECECBDEACCCCCECBDAEAD,100001001010909010009100900,555,555,555,555,555,333,555,555,333,333,333,"28,4","46,8",50,42,73.0,65.0,75.0,11.0,55.0,0.0,"22,2","26,1",0,0.0,0.0,0.0,C,C,C,A,A,B,A,A,C,A,D,A,A,B,B,C,A,B,A,H,E,F,A,E,15.0,A,A,B,A,B,C,B,A,A,A,,2.0,3.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,,4.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,2.0,6.0
243396,2018,4010,10008,10020,2,56442,1,4314902,43,4,22,F,2013,2015.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,DACBEADA,1111010.0,CCDEDCDBCBEABBAECDACBBDCCDD,190010110990099119109109000,555,555,555,555,555,555,555,555,555,555,555,"44,8","56,1","62,5","46,5",48.0,80.0,40.0,45.0,65.0,40.0,41,"42,1",35,30.0,40.0,35.0,A,B,C,D,C,B,A,E,D,A,A,A,C,D,B,B,B,A,A,E,A,A,A,A,43.0,B,A,B,C,A,D,B,E,C,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
367075,2018,3930,10005,10022,2,101930,1,2208007,22,2,23,F,2013,2014.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CADECDCE,11000001.0,ACDCBCDEBDBABADADDEDCADCDBD,090000100990099009009009000,555,555,555,555,555,555,555,555,555,555,555,"13,2","32,3","37,5","24,5",24.0,40.0,20.0,25.0,45.0,20.0,"6,8","5,3",15,30.0,0.0,15.0,C,B,B,A,B,D,E,D,D,A,B,A,D,D,B,D,C,B,A,E,F,A,A,A,22.0,B,A,B,A,A,B,C,E,A,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
450728,2018,163,10005,10028,1,58709,1,3302403,33,3,30,F,2006,2009.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CDDECBEE,10000101.0,EEDBECCDEABAEBABECDCBDDEABA,990900091000008000009091099,555,555,555,333,555,333,333,333,333,333,333,"12,7","22,5","37,5",0,0.0,0.0,0.0,0.0,0.0,0.0,"9,4","11,1",0,0.0,0.0,0.0,C,D,A,E,D,D,B,B,C,B,A,A,D,F,C,C,C,F,E,I,A,A,A,A,32.0,E,A,A,C,A,A,C,E,H,D,5.0,5.0,6.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,1.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,6.0,2.0,2.0
337703,2018,1318,10005,10022,18,83850,1,2933307,29,2,28,F,2010,2011.0,4.0,0,0,8,0,0,0,27,0,3,0,CACBEBDE,CACBEBDE,DCEEDBABDEDEAADADAECADEEBAC,XCEEDBXBDEDEAADADAECADEEXAC,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221216,2018,1153,10008,10028,22,5320,1,3304557,33,3,32,M,2005,2018.0,4.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,DACCBDDE,1100011.0,ACECBCAE.ECEBCEAEDCDEBABDCB,991991100100090188991190091,555,555,555,555,555,555,555,555,336,333,555,46,"49,4",50,"48,5",48.0,40.0,50.0,49.0,65.0,45.0,"44,8",50,15,0.0,0.0,45.0,D,C,C,A,A,C,D,B,C,A,D,A,A,A,B,E,A,E,A,B,A,A,A,A,33.0,B,D,A,B,B,B,B,E,H,D,5.0,4.0,4.0,3.0,6.0,5.0,4.0,,6.0,5.0,5.0,5.0,5.0,3.0,3.0,,,,,,4.0,4.0,5.0,5.0,5.0,,,6.0,5.0,,5.0,,4.0,1.0,6.0,5.0,5.0,,,5.0,,4.0
262727,2018,298,10005,10028,1,97980,2,4113700,41,4,39,M,1998,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,DACCDDED,1100000.0,BABCBEEDCACAAEDCADEEADAECEB,991901090000118000009091199,555,555,555,555,555,555,555,555,333,333,555,"29,5","33,2",25,"45,5",27.0,55.0,20.0,64.0,80.0,60.0,"28,3","33,3",0,0.0,0.0,0.0,C,C,C,B,B,C,B,C,D,A,D,A,D,E,B,C,E,E,E,I,A,A,A,A,51.0,A,A,A,G,A,B,B,E,F,,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,,5.0,1.0,1.0,1.0,5.0,3.0,6.0,6.0,6.0,5.0,5.0,,,5.0,5.0,5.0,1.0,4.0
513340,2018,1697,10008,10022,2,54622,1,2616407,26,2,43,M,1999,2014.0,2.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CAABBBDE,11010111.0,CDBCDDEADDECABAECABCBBBDBCB,190010000990099119009119110,555,555,555,555,555,555,555,555,555,555,555,"41,5",55,75,25,31.0,55.0,25.0,19.0,55.0,10.0,37,"42,1","8,3",25.0,0.0,0.0,C,D,C,A,A,C,B,D,C,B,D,A,E,C,C,B,E,D,D,E,A,A,A,A,26.0,B,A,B,A,A,B,B,E,A,C,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0
108385,2018,636,10008,10022,804,24024,1,3550308,35,3,22,F,2014,2015.0,4.0,0,0,8,0,0,0,27,0,6,0,CACBEBDE,CACBEBDE,AEDAADCECDECEEBCCABCCAEDBBD,AEDAXDCECDECXEXCXABCCAEXBXD,BADBDBAE,1010101.0,AEBAADACCECCDEEDABACCCCCCDD,110191001001919090011009091,555,555,555,555,555,555,555,555,555,555,555,"48,1","48,4",50,46,29.0,65.0,20.0,63.0,75.0,60.0,48,"47,6",50,30.0,80.0,40.0,B,C,B,B,B,B,E,D,B,A,A,A,D,D,B,D,G,B,A,B,A,A,A,A,35.0,B,A,B,C,A,C,B,E,A,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
342454,2018,521,10005,10028,94,99191,1,3550308,35,3,21,F,2015,2016.0,4.0,0,0,8,0,0,0,27,0,7,0,CACBEBDE,CACBEBDE,AEBACEABDDABBBDDCECCDBDEEAC,AEBACXABDXXBBXDXCECCXBDEEAX,BADECDBD,1000000.0,AEDEECDBEEADEACCBDBACBBBEAE,110009010990090900009100119,555,555,555,555,555,555,555,555,555,555,555,"31,2","26,5","12,5","47,5",72.0,80.0,70.0,23.0,75.0,10.0,"32,7",30,"48,3",75.0,35.0,35.0,C,C,C,A,A,C,E,D,C,A,A,A,D,D,B,D,C,E,D,B,A,A,A,A,35.0,D,A,B,C,B,A,B,E,A,,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,,,4.0,6.0,5.0,5.0,5.0,,6.0,6.0,1.0,,6.0,,,,4.0,4.0,4.0,6.0,2.0,,5.0,6.0,6.0,6.0,6.0,6.0,,6.0
165472,2018,449,121,10028,38,9276,1,4304606,43,4,24,F,2012,2014.0,4.0,0,0,8,0,0,0,27,0,0,0,CACBEBDE,CACBEBDE,DBBCACAEDEBEBDDECCDCEADEBDD,DBBCACAEDEBEBDDECCDCEADEBDD,CDCEEDDD,10101010.0,DBBCBDAEDCCADDEECCBCEBDEBBD,111100111000010111011011101,555,555,555,555,555,555,555,555,555,555,555,"60,7","53,6",50,59,58.0,70.0,55.0,60.0,60.0,60.0,63,63,"63,3",70.0,70.0,50.0,C,C,B,A,A,B,A,D,D,A,A,A,C,B,B,E,D,B,B,C,F,B,A,E,43.0,A,A,B,C,A,B,D,E,H,,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,1.0,3.0,5.0,5.0,2.0,5.0,6.0,4.0,1.0
