,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
423572,2018,338,121,10028,2,7497,1,3106200,31,3,38,F,1999,2011.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75293,2018,4256,10005,10022,2,55998,1,3143302,31,3,23,F,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,DACDAACE,1100001.0,CAADDCDBCAEEAEBBCBBEBBBCCAC,191010110990099019019119000,555,555,555,555,555,555,555,555,555,555,555,"46,3","35,9","37,5","33,5",45.0,65.0,40.0,22.0,70.0,10.0,"49,8","47,4","63,3",50.0,50.0,90.0,D,C,C,B,B,B,E,D,C,A,D,A,D,E,B,F,D,B,A,B,A,A,A,A,31.0,E,A,B,C,A,C,C,E,E,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
24093,2018,1087,118,10022,38,109533,1,1100205,11,1,21,F,2014,2015.0,4.0,0,0,8,0,0,0,27,0,0,0,CACBEBDE,CACBEBDE,DBBCACAEDEBEBDDECCDCEADEBDD,DBBCACAEDEBEBDDECCDCEADEBDD,DADAEBBE,1001101.0,DBAAACABDECABDBBCCDAEADEBAD,110011101100110011101111101,555,555,555,555,555,555,555,555,555,555,555,"57,2","43,6",50,34,31.0,75.0,20.0,37.0,65.0,30.0,"61,7","66,7","33,3",50.0,10.0,40.0,C,C,C,B,B,C,A,D,D,A,D,A,E,E,B,D,C,A,A,C,A,A,A,A,11.0,A,A,B,C,A,B,E,E,H,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,6.0,4.0,,4.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0
359943,2018,664,10008,10028,18,49052,1,3205200,32,3,39,F,1997,2014.0,1.0,0,0,8,0,0,0,27,0,3,0,CACBEBDE,CACBEBDE,DCEEDBABDEDEAADADAECADEEBAC,XCEEDBXBDEDEAADADAECADEEXAC,AAAEBB*E,1000101.0,BCEEDBABDCDBACAADAEABDECABC,911111911010100111100110901,555,555,555,555,555,555,555,555,555,555,555,"59,1","51,3","37,5",72,61.0,65.0,60.0,83.0,75.0,85.0,"61,7","66,7","33,3",60.0,0.0,40.0,D,C,C,B,A,B,E,E,D,B,A,A,B,D,C,C,F,B,A,B,A,A,A,A,32.0,A,B,C,A,A,B,C,E,E,,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,,6.0,4.0,5.0,4.0,4.0,5.0,5.0,,,,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
329610,2018,322,10005,10028,86,100324,2,3550308,35,3,25,F,2009,2017.0,2.0,0,0,8,0,0,0,27,0,7,0,CACBEBDE,CACBEBDE,EBBACDBADAEDEBECBABDCCBDBEC,XBXAXXXADAEDEXECBABDXCBDBEC,DBCEEBCD,101100.0,BEABCEBEDCDDEEECBACEADEDDEC,909099901001191111009001011,555,555,555,555,555,555,555,555,333,555,333,41,"32,7","37,5","25,5",32.0,40.0,30.0,19.0,55.0,10.0,"43,7",50,"8,3",0.0,25.0,0.0,D,C,C,B,B,B,E,D,C,A,D,A,C,E,B,D,B,E,D,B,A,A,A,A,23.0,A,B,G,A,A,B,A,E,E,D,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,,,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
71319,2018,609,115,10028,22,14718,1,4108304,41,4,25,M,2010,2012.0,4.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211053,2018,4863,10005,10022,1,117248,1,3151800,31,3,30,F,2014,2015.0,1.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485832,2018,374,118,10020,22,7938,1,3550308,35,3,30,M,2006,2015.0,4.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,CAAACADE,11000011.0,ABDDBBECCECAACEAEBDDEBEDDBD,990990011101090188991191090,555,555,555,333,555,555,333,333,555,333,333,"40,7",30,50,0,0.0,0.0,0.0,0.0,0.0,0.0,"44,3",50,"11,7",35.0,0.0,0.0,D,D,B,B,B,C,B,D,D,B,B,A,C,C,C,B,D,D,E,C,A,A,A,E,35.0,A,A,A,A,B,B,E,E,C,,4.0,5.0,5.0,4.0,4.0,,,,,,,4.0,3.0,,2.0,4.0,4.0,2.0,3.0,,2.0,,4.0,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,,,3.0
156226,2018,216,10008,10020,103,97770,1,3106200,31,3,26,F,2011,2017.0,4.0,0,0,8,0,0,0,27,0,3,0,CACBEBDE,CACBEBDE,CAAEBCADEEEBECDCADEDBDDEBAB,CAAEBCADEXEBECDCAXEDBDDEBAX,EEBCDDEE,1.0,CAAABCCECCADCCACDBDDBEDBBDB,111011000900010109011010109,555,555,555,555,555,555,555,555,555,555,555,"36,3","18,7","12,5",28,37.0,65.0,30.0,19.0,55.0,10.0,"42,2","45,8","21,7",0.0,50.0,15.0,B,C,B,B,B,C,B,D,E,A,A,A,D,D,A,A,C,D,A,B,A,A,A,A,31.0,B,A,A,A,B,B,B,E,E,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,2.0,3.0,3.0,4.0,6.0,5.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0
219460,2018,692,116,10022,22,15773,1,2611101,26,2,34,M,2002,2003.0,2.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277239,2018,17,93,10028,13,1431,1,3170206,31,3,22,F,2013,2014.0,3.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,CDDBDADAEDBCCECBCEBACBACEEB,CDDBDADAEDBCXEXBCEBAXBACXEB,EACAEBDD,1101110.0,CDEBEABDCDDCCEDDECAABBBCDEB,110101000101919000019101911,555,555,555,555,555,555,555,555,555,555,555,"46,5","51,1","62,5",34,31.0,55.0,25.0,37.0,45.0,35.0,"44,9","52,2","3,3",10.0,0.0,0.0,C,C,C,B,B,B,A,C,B,A,A,A,C,F,D,A,E,B,A,A,A,C,F,D,35.0,A,A,B,C,A,A,A,E,H,,3.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,,,1.0,1.0,4.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,3.0,3.0,4.0,6.0,1.0,4.0,3.0
254921,2018,298,10005,10028,38,97990,2,4113700,41,4,38,F,2003,2015.0,4.0,0,0,8,0,0,0,27,0,0,0,CACBEBDE,CACBEBDE,DBBCACAEDEBEBDDECCDCEADEBDD,DBBCACAEDEBEBDDECCDCEADEBDD,CAACDDDE,11000011.0,DDDAAACBDEBAAEBBCCABACAAEAE,100010001110000011000000000,555,555,555,555,555,555,555,555,555,555,555,"27,4","40,6",50,"26,5",42.0,50.0,40.0,11.0,55.0,0.0,23,"25,9","6,7",0.0,0.0,20.0,C,D,C,C,D,D,B,B,E,A,D,A,B,F,B,F,C,E,D,B,A,A,A,A,15.0,E,E,B,K,A,C,B,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,,5.0,5.0,,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,3.0
435919,2018,1310,10008,10022,18,57804,1,3501608,35,3,26,F,2010,2014.0,4.0,0,0,8,0,0,0,27,0,3,0,CACBEBDE,CACBEBDE,DCEEDBABDEDEAADADAECADEEBAC,XCEEDBXBDEDEAADADAECADEEXAC,BDCEBACC,100000.0,BCCADBDDDECAABDDDCACBDCBEAD,910011901100101010010100910,555,555,555,333,555,333,333,333,333,333,333,"31,1","7,5","12,5",0,0.0,0.0,0.0,0.0,0.0,0.0,"38,9","45,8",0,0.0,0.0,0.0,D,D,A,C,B,B,A,D,C,A,A,A,E,F,B,D,C,B,B,B,A,A,A,A,35.0,B,A,A,G,A,C,B,E,E,,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,,,,4.0,5.0,4.0,4.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0
404242,2018,385,118,10028,38,1258706,1,2927408,29,2,39,F,2014,2015.0,4.0,0,0,8,0,0,0,27,0,0,0,CACBEBDE,CACBEBDE,DBBCACAEDEBEBDDECCDCEADEBDD,DBBCACAEDEBEBDDECCDCEADEBDD,CACAEDDE,11101011.0,DBCCACCEDCBCBDDDCCEBEAAEBEC,110111011010111011001101100,555,555,555,555,555,555,555,555,555,555,555,"62,6","70,4",75,"63,5",68.0,80.0,65.0,59.0,75.0,55.0,60,63,"43,3",20.0,40.0,70.0,C,C,A,A,B,C,E,D,D,A,D,A,D,B,C,B,A,F,D,C,A,A,A,C,29.0,A,E,C,H,A,E,C,A,E,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
218588,2018,4,10002,10028,38,377,1,1302603,13,1,46,F,1993,2015.0,4.0,0,0,8,0,0,0,27,0,0,0,CACBEBDE,CACBEBDE,DBBCACAEDEBEBDDECCDCEADEBDD,DBBCACAEDEBEBDDECCDCEADEBDD,DEDDEABE,1001.0,DBACADAEDEBABDDEDADBEEEEDDD,110110111110111100101001011,555,555,555,555,555,555,333,555,555,555,555,"54,3","27,4",25,31,0.0,0.0,0.0,62.0,70.0,60.0,"63,2","66,7","43,3",90.0,0.0,40.0,D,D,E,A,A,A,E,D,D,A,D,A,B,B,B,A,C,F,E,A,A,A,A,A,13.0,A,A,A,A,B,E,E,E,H,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
536460,2018,2189,10005,10022,2,72877,1,2111300,21,2,44,M,1991,2014.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,EAAACBBE,1000101.0,ACBADBBBCACAADCECBACCCDCBAA,090110010990099119109009100,555,555,555,555,555,555,555,555,555,555,555,"35,2","42,5","37,5",50,57.0,85.0,50.0,43.0,75.0,35.0,"32,8","36,8",10,20.0,10.0,0.0,C,C,C,A,A,B,E,D,B,B,D,A,C,D,C,D,F,E,D,B,A,A,A,A,21.0,A,B,A,A,A,B,B,E,A,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
251091,2018,1043,10008,10020,13,1259654,1,3503307,35,3,26,M,2010,2015.0,4.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,CDDBDADAEDBCCECBCEBACBACEEB,CDDBDADAEDBCXEXBCEBAXBACXEB,CACCEBDE,11101111.0,EABCDADAADBABEDCCEBCAEDACBC,000011110110919011109000900,555,555,555,555,555,555,555,555,555,555,555,"48,5","72,3","87,5","49,5",70.0,70.0,70.0,29.0,65.0,20.0,"40,5","43,5","23,3",50.0,20.0,0.0,C,C,B,A,B,C,B,D,D,A,A,A,E,F,B,B,E,C,E,B,A,A,A,A,35.0,A,A,B,A,A,B,C,E,A,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
302799,2018,2849,10008,10022,2,56188,1,3106200,31,3,24,F,2012,2012.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,BAACBBDE,1000111.0,DCABDBDBDBADABBECCDDDABBDAD,091010110991099119009019000,555,555,555,555,555,555,555,555,555,555,555,"42,8","42,2",50,"30,5",22.0,30.0,20.0,39.0,55.0,35.0,43,"42,1","48,3",70.0,55.0,20.0,C,C,C,B,B,B,B,D,D,A,D,A,C,F,B,E,C,B,A,B,A,A,A,A,31.0,A,A,B,A,A,C,B,E,E,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
237009,2018,671,118,10028,1,87284,2,5002704,50,5,35,F,2010,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CAEBEDDA,11011010.0,B*DCCEDAEEDDCDCBDADBCAEECDA,990901191110008010019191199,555,555,555,555,555,555,336,333,333,333,555,"46,7","37,5","62,5",0,0.0,0.0,0.0,0.0,0.0,0.0,"49,8","55,6","16,7",0.0,0.0,50.0,.,.,.,.,.,.,.,.,.,B,B,A,D,D,C,E,D,F,D,H,A,A,A,A,15.0,A,A,F,K,B,B,C,E,F,C,3.0,6.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,6.0,1.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,6.0,,,,5.0,3.0,3.0,2.0,6.0,2.0,6.0,,,,4.0,4.0,5.0,6.0
117030,2018,221,118,10028,106,1321295,2,3550308,35,3,28,M,2011,2016.0,4.0,0,0,8,0,0,0,27,1,6,0,CACBEBDE,CACBEBDE,AEEAZECCBEBCBABACDDDECADBBE,AEEAZECXBXXXBABACXDDECADXBE,CACBCBDE,11110111.0,AECACDCEBACADABDDBDDDCABEBE,110180191999011009110110911,555,555,555,555,555,555,333,555,555,555,555,"60,7","58,7","87,5","15,5",0.0,0.0,0.0,31.0,75.0,20.0,"61,3",65,40,0.0,75.0,45.0,D,C,C,C,B,D,B,C,D,A,B,A,A,C,B,E,E,B,A,B,A,A,A,A,52.0,A,D,A,B,A,B,B,E,F,B,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,1.0,1.0,4.0,1.0,4.0,5.0,5.0,,,1.0,1.0,4.0,5.0,6.0,6.0,5.0,6.0,3.0,6.0,,,6.0,6.0,,,6.0
519994,2018,1598,118,10022,2,54164,1,3170206,31,3,24,M,2011,2012.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,DDACCADE,11.0,EADACCCCDBEBECABCBBACDDEAAE,090100000990199019009009001,555,555,555,555,555,555,555,555,555,555,555,"22,7","26,4",25,"28,5",28.0,60.0,20.0,29.0,65.0,20.0,"21,4","21,1","23,3",35.0,0.0,35.0,D,E,A,D,D,D,B,D,D,B,D,A,C,B,C,C,B,E,E,B,A,A,A,A,31.0,A,A,B,A,B,B,B,E,H,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
203950,2018,125,10007,10020,2,20612,1,3503307,35,3,40,F,1996,2014.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,ABDEDDED,0.0,ACBACDBECEBEECBEECCBBBCCCDD,090100000990199109009109000,555,555,555,333,555,333,333,333,333,333,333,"13,4",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"17,9","21,1",0,0.0,0.0,0.0,.,.,.,.,.,.,.,.,.,B,A,A,B,B,C,B,A,A,A,E,A,A,A,A,35.0,A,A,B,G,A,C,C,E,B,,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0
415022,2018,163,10005,10028,93,1178366,2,3304557,33,3,32,M,2011,2016.0,3.0,0,0,8,0,0,0,27,1,4,0,CACBEBDE,CACBEBDE,BDBDEDAAEBDBCDCEECCDECCEEAZ,BDBDEXAAEBDXXDCEECXDECCEEAZ,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443149,2018,1510,10005,10020,803,50274,1,4216602,42,4,25,M,2011,2012.0,4.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,DEEECDACDCADAACEEAEBBCBCDBB,DEEECDAXDCADXAXEEAEBBCBCXBB,CCCCCEBE,10100001.0,CDEDABCAECABABCDDACBABCDCDD,001000090110909001010000900,555,555,555,555,555,555,555,555,336,333,555,24,"34,7","37,5","30,5",35.0,55.0,30.0,26.0,50.0,20.0,"20,4","21,7","13,3",0.0,0.0,40.0,B,C,C,B,B,B,E,E,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
332176,2018,1493,10005,10020,2,54446,1,5208707,52,5,23,F,2012,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,BACDAEED,1100000.0,AECAD.BECBDECBDEBAECCDBEBAE,090110000990099109009019101,555,555,555,555,555,555,555,555,555,333,555,"31,7","31,8",25,42,43.0,75.0,35.0,41.0,65.0,35.0,"31,6","31,6","31,7",55.0,0.0,40.0,C,C,C,B,B,E,D,D,D,A,A,A,B,C,B,E,B,B,A,D,A,F,A,D,52.0,A,A,B,C,A,A,B,E,H,B,5.0,4.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0
512625,2018,496,10005,10028,85,1132366,2,3516200,35,3,29,M,2011,2018.0,4.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,BEAABACDCDBECDCBCDAEAEDCEDB,BEXABACDXDBECDXBCDAEAEXCEDB,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463394,2018,142,120,10020,22,4546,1,3170206,31,3,27,F,2008,2015.0,4.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,AACADBDA,1100110.0,AAADBCACEEDEEAEBDECDCACBBCD,990991110100090088990090190,555,555,555,555,555,555,555,555,555,555,555,33,"46,2",50,"40,5",54.0,70.0,50.0,27.0,55.0,20.0,"28,6","31,3","13,3",20.0,0.0,20.0,C,E,C,B,B,B,D,D,B,B,B,A,D,D,C,C,B,C,E,B,A,A,A,A,31.0,A,A,B,H,A,B,C,E,A,,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,5.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,,4.0,6.0,1.0,4.0,5.0,6.0,1.0,3.0
176855,2018,3396,10005,10022,1,1071696,1,5300108,53,5,22,M,2014,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,DACCDBDD,1100110.0,AABBBDAACBCCECDDCBAEBDDECAE,991900090001008001009091199,555,555,555,555,555,333,555,555,333,333,333,"30,4","50,8",50,52,45.0,65.0,40.0,59.0,75.0,55.0,"23,6","27,8",0,0.0,0.0,0.0,D,D,C,B,B,C,A,D,C,A,B,A,B,C,B,E,D,C,E,D,A,A,A,D,53.0,A,A,B,C,B,B,B,E,E,,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,,2.0,3.0,3.0,,3.0,1.0,3.0,2.0,5.0,6.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,1.0,3.0,2.0,6.0
