,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
9385,2018,1504,10008,10020,88,1133888,1,2704302,27,2,57,F,1983,2016.0,4.0,0,0,8,0,0,0,27,1,4,0,CACBEBDE,CACBEBDE,DBEACECZCEDCADDCEABCDBBCBDC,DXEACECZXXDXADDCEABCDBBCBDC,BCEDDBEE,101.0,ADACCBBDBEDAADDAECBCDDBAACC,090010089919111010111010001,555,555,555,333,555,555,333,333,555,555,333,"38,3",15,25,0,0.0,0.0,0.0,0.0,0.0,0.0,46,50,"23,3",50.0,20.0,0.0,.,.,.,.,.,.,.,.,.,A,D,A,C,C,B,C,A,F,E,E,A,A,A,D,27.0,A,A,A,B,A,B,C,A,E,D,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9386,2018,1504,10008,10020,88,1133888,1,2704302,27,2,41,M,1995,2017.0,4.0,0,0,8,0,0,0,27,1,4,0,CACBEBDE,CACBEBDE,DBEACECZCEDCADDCEABCDBBCBDC,DXEACECZXXDXADDCEABCDBBCBDC,EAABEBDD,1011110.0,CBDCAADCEADEDDAAADBCEBBDDDC,090000089919010000110110011,555,555,555,555,555,555,555,555,555,555,555,"36,6","40,9","62,5","8,5",6.0,30.0,0.0,11.0,55.0,0.0,"35,2","36,4","28,3",0.0,55.0,30.0,C,C,C,A,A,B,E,E,B,B,B,A,E,E,C,B,B,F,E,B,A,F,A,A,27.0,B,A,B,A,A,C,B,A,E,C,4.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10503,2018,135,10008,10020,1,89302,2,3505906,35,3,32,M,2005,2015.0,3.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CAADDBDA,11000110.0,CBDCAABEDB.CAECDCACCACABDCB,990900090001118000109090099,555,555,555,555,555,555,555,555,555,333,555,"29,3",51,50,"52,5",71.0,55.0,75.0,34.0,50.0,30.0,"22,1","22,2","21,7",15.0,0.0,50.0,C,D,A,D,B,B,B,C,D,B,D,A,B,C,C,B,D,E,E,B,A,A,A,A,27.0,A,A,C,B,B,B,B,E,C,,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,,5.0,5.0,3.0,6.0,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0
11231,2018,2835,10005,10020,2,66203,1,2611606,26,2,24,F,2010,2017.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACBDBDE,11110111.0,AADADAEBBBEAABBDCAECCEEEBDC,090111010990099019009009100,555,555,555,555,555,555,555,555,555,555,555,"40,7","68,1","87,5",39,45.0,65.0,40.0,33.0,65.0,25.0,"31,6","31,6","31,7",25.0,20.0,50.0,C,C,C,D,C,C,B,D,C,A,D,A,B,D,D,B,B,B,A,E,A,A,A,A,27.0,A,A,G,A,A,A,C,E,H,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11522,2018,1504,10008,10020,2,103792,1,2704302,27,2,24,F,2012,2013.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,D,F,B,C,E,B,A,J,A,A,A,A,27.0,B,D,B,C,A,B,B,E,B,C,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,6.0,5.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0
11529,2018,1504,10008,10020,2,103792,1,2704302,27,2,32,F,2003,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CADADBCE,11000101.0,DADADBDACBACABEBAAEEACECBAE,090110100990099009019009101,555,555,555,555,555,555,333,555,555,333,555,"31,9","37,8",50,"19,5",0.0,0.0,0.0,39.0,55.0,35.0,"29,9","31,6",20,30.0,0.0,30.0,C,D,A,B,B,D,A,B,E,B,F,A,E,D,C,C,A,A,A,C,A,A,A,D,27.0,A,A,C,K,A,B,B,E,B,,4.0,,5.0,5.0,5.0,6.0,,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,,,,4.0,3.0,,4.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0
11530,2018,1504,10008,10020,2,103792,1,2704302,27,2,24,M,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CAAAEBDD,11001110.0,BECADCDBCDEAEABBCDAEBACDCBE,090110110990199019119009001,555,555,555,555,555,555,555,555,555,555,555,"46,8","53,5","62,5",40,52.0,60.0,50.0,28.0,40.0,25.0,"44,5","47,4","28,3",50.0,5.0,30.0,C,C,C,A,A,D,A,A,C,A,D,A,E,E,B,E,B,B,A,G,A,A,A,A,27.0,B,A,B,C,A,B,B,E,H,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11531,2018,1504,10008,10020,2,103792,1,2704302,27,2,43,F,1994,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,ABAEDBBE,101.0,BBAADCDBEDEEDBECDDADBCBCCBA,091110111990099009109019000,555,555,555,555,555,555,555,555,555,555,555,"36,9","28,2",25,33,35.0,55.0,30.0,31.0,55.0,25.0,"39,8","42,1","26,7",40.0,25.0,15.0,C,C,C,C,C,C,C,C,C,B,D,A,B,B,C,C,B,B,A,E,A,A,A,A,27.0,E,A,C,A,B,B,D,E,A,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11532,2018,1504,10008,10020,2,103792,1,2704302,27,2,23,F,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACCEBDE,11101111.0,CDAADCCBDCDDECEBCBDEEABCBAA,191110010991199019019019100,555,555,555,555,555,555,555,555,555,555,555,"55,8","63,7","87,5",28,23.0,75.0,10.0,33.0,65.0,25.0,"53,2","57,9","26,7",30.0,30.0,20.0,B,C,C,A,A,A,A,D,D,A,A,A,E,D,B,E,E,B,A,B,A,A,A,A,27.0,B,A,B,A,A,E,E,E,C,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11533,2018,1504,10008,10020,2,103792,1,2704302,27,2,22,M,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CAECEBDE,11001111.0,AEDADCCACAAAEBAECDADCCEECAC,090110000990199119109009000,555,555,555,555,555,555,555,555,555,555,555,"42,2",71,75,65,77.0,65.0,80.0,53.0,65.0,50.0,"32,6","31,6","38,3",30.0,60.0,25.0,B,D,B,A,B,B,B,D,D,A,D,A,D,E,B,C,C,C,A,E,A,A,A,A,27.0,B,A,B,D,A,C,C,E,H,,4.0,5.0,3.0,1.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,6.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,2.0,,2.0,2.0,3.0
11534,2018,1504,10008,10020,2,103792,1,2704302,27,2,33,F,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,EAEBEDDE,1011011.0,EAEBDBDBCDAECBCACBADEBBDCBA,090010110990099019109119000,555,555,555,555,555,555,555,555,555,555,555,"42,4","56,9","62,5","48,5",47.0,75.0,40.0,50.0,70.0,45.0,"37,5","36,8","41,7",45.0,30.0,50.0,E,E,A,B,B,C,B,C,E,E,D,A,D,F,C,F,A,B,A,B,A,F,A,A,27.0,B,D,C,K,A,E,C,E,H,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11536,2018,1504,10008,10020,2,103792,1,2704302,27,2,29,M,2010,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,BEDCEDBE,1001.0,DAEACCDACBDCEBBBCCCECBACDEB,090100100990199019019109000,555,555,555,555,555,333,555,555,333,333,333,27,"27,4",25,31,40.0,40.0,40.0,22.0,30.0,20.0,"26,9","31,6",0,0.0,0.0,0.0,.,.,.,.,.,.,.,.,.,A,D,A,B,B,A,A,A,C,E,E,A,A,A,A,27.0,A,A,B,C,A,C,B,E,E,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11537,2018,1504,10008,10020,2,103792,1,2704302,27,2,23,M,2012,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,EACCEDDE,1101011.0,BAEADACAEDEACBAECCBCCABDBCE,090111001990099119009019111,555,555,555,555,555,555,333,555,555,333,555,"46,9","43,1","62,5",14,0.0,0.0,0.0,28.0,40.0,25.0,"48,2","52,6","23,3",45.0,0.0,25.0,B,C,B,B,D,C,B,D,C,A,D,A,D,D,B,D,A,B,A,E,A,A,A,D,27.0,A,A,B,C,A,B,B,E,E,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11539,2018,1504,10008,10020,2,103792,1,2704302,27,2,24,F,2012,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,EDCBEDCD,111000.0,CDAADBDBBBDDCCBCCCDDDBECBCC,191110110991099019009109110,555,555,555,555,555,555,555,555,555,333,555,"48,4","42,9","37,5",51,51.0,75.0,45.0,51.0,75.0,45.0,"50,2","57,9","6,7",15.0,0.0,5.0,E,D,A,B,C,D,B,C,D,A,D,A,C,C,B,D,B,C,A,E,A,A,A,A,27.0,B,A,B,I,B,B,B,E,E,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11540,2018,1504,10008,10020,2,103792,1,2704302,27,2,26,M,2009,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CBACEBDE,10001111.0,AADADADBBBDAECAECAADCBBCDAD,090111110990199119109119000,555,555,555,333,555,333,333,333,333,333,333,"46,3","37,5","62,5",0,0.0,0.0,0.0,0.0,0.0,0.0,"49,2","57,9",0,0.0,0.0,0.0,C,D,C,B,B,B,A,C,D,B,A,A,D,F,C,C,B,B,A,B,A,A,A,A,27.0,B,A,B,A,A,A,A,E,A,C,5.0,,2.0,1.0,5.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,1.0,2.0,1.0,6.0,5.0,,4.0,3.0,6.0,1.0,4.0,6.0,,,,3.0,2.0,6.0
11541,2018,1504,10008,10020,2,103792,1,2704302,27,2,22,M,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CADCEDEE,11001001.0,CADADABACDEEEBBEDAAAAABAAAA,190111000990199109109019000,555,555,555,555,555,555,555,555,555,555,555,"44,8","53,2",50,58,47.0,75.0,40.0,69.0,65.0,70.0,42,"42,1","41,7",30.0,65.0,30.0,C,C,A,C,C,C,B,D,E,A,A,A,E,F,B,E,B,B,A,C,A,A,A,D,27.0,B,A,B,C,A,B,E,E,H,,6.0,,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0,3.0,1.0,3.0,1.0,1.0,4.0,,,6.0,6.0,6.0,6.0,,,6.0,6.0,,4.0,6.0,6.0,,6.0,6.0,6.0,3.0,,6.0,,5.0
11542,2018,1504,10008,10020,2,103792,1,2704302,27,2,22,F,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,AACDADDE,1100011.0,ACDADCBECDCAEBACCBADBBEDDCC,090110000990199019109109010,555,555,555,555,555,555,555,555,555,555,333,"36,4",41,50,"27,5",28.0,60.0,20.0,27.0,55.0,20.0,"34,8","36,8","23,3",40.0,30.0,0.0,C,C,C,C,D,D,E,D,D,A,C,A,D,D,B,G,A,B,A,E,A,A,A,A,27.0,D,A,B,A,B,A,B,E,H,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11543,2018,1504,10008,10020,2,103792,1,2704302,27,2,23,M,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACBEBDA,11111110.0,CECADCEBEDDDEBAECBADBBEDDCC,190110011991199119109109010,555,555,555,555,555,555,555,555,555,555,555,65,"75,5","87,5","57,5",50.0,90.0,40.0,65.0,85.0,60.0,"61,5","63,2","51,7",55.0,50.0,50.0,C,D,E,C,C,C,B,D,D,A,A,A,D,D,B,E,C,B,A,B,A,A,A,A,27.0,B,A,B,D,A,E,B,E,B,,5.0,5.0,3.0,2.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,6.0,3.0,1.0,6.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,6.0,6.0,3.0,,2.0,2.0,5.0
11544,2018,1504,10008,10020,2,103792,1,2704302,27,2,22,F,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CDCCEDDE,10101011.0,CBBBDCCBDBBEEAEBCDAECBBCDAD,190010010990199019119119000,555,555,555,555,555,555,555,555,555,333,555,46,"52,7","62,5",38,26.0,50.0,20.0,50.0,50.0,50.0,"43,8","47,4","23,3",40.0,0.0,30.0,C,D,C,B,B,D,B,B,D,A,A,A,D,C,B,D,B,B,A,E,A,A,A,A,27.0,B,A,B,A,B,B,B,E,H,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11545,2018,1504,10008,10020,2,103792,1,2704302,27,2,23,M,2012,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACBEBDE,11111111.0,BCBADDCBEBADEDCECCAEEDDDBCA,090110011991199119119009110,555,555,555,555,555,555,555,555,555,555,555,"64,2","78,4",100,46,71.0,75.0,70.0,21.0,65.0,10.0,"59,5","63,2","38,3",40.0,45.0,30.0,D,D,C,B,B,D,B,B,E,A,D,A,C,C,B,D,A,A,A,C,A,A,A,E,27.0,A,A,B,E,A,B,B,E,E,A,6.0,,1.0,1.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,3.0,6.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,,3.0,6.0,4.0
11546,2018,1504,10008,10020,2,103792,1,2704302,27,2,24,M,2012,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,A,D,D,B,B,A,B,A,C,A,A,A,D,27.0,D,A,B,A,A,B,E,E,E,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,3.0,1.0,2.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,3.0,6.0,3.0,6.0,5.0,1.0,6.0,,,5.0,4.0,,6.0,6.0
11548,2018,1504,10008,10020,2,103792,1,2704302,27,2,38,F,1999,2016.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CAAAEBDE,11001111.0,CECADADAEAACCBCACBCCBBBCBCC,190111101990099019009119110,555,555,555,555,555,555,555,555,555,333,555,"58,5","72,8",75,"69,5",79.0,75.0,80.0,60.0,80.0,55.0,"53,7","57,9",30,60.0,0.0,30.0,.,.,.,.,.,.,.,.,.,B,A,A,F,E,C,E,F,D,D,B,A,B,A,A,27.0,B,A,C,K,A,E,E,E,A,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11571,2018,1504,10008,10020,2,103792,1,2704302,27,2,30,M,2008,2012.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,DACEDBBE,1100101.0,ACDEBCBBCBADDBAEEBBCAACCEAA,090000010991099109009009000,555,555,555,333,555,555,333,333,555,333,555,"19,1",30,50,0,0.0,0.0,0.0,0.0,0.0,0.0,"15,4","15,8","13,3",25.0,0.0,15.0,E,E,A,E,E,E,B,C,D,B,D,A,B,B,C,B,A,B,A,E,A,A,A,A,27.0,A,D,A,C,B,C,B,E,E,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11574,2018,1504,10008,10020,2,103792,1,2704302,27,2,24,F,2012,2016.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,EACEBBDE,1100111.0,ACBCBBDECBCBEDCDABBBCBAABBB,090000100990199009009109100,555,555,555,555,555,555,555,555,555,555,555,"27,8","51,3","62,5","34,5",44.0,40.0,45.0,25.0,45.0,20.0,"19,9","21,1","13,3",15.0,20.0,5.0,A,D,A,C,D,D,C,A,E,A,D,A,D,D,A,A,E,C,B,B,A,A,A,A,27.0,B,A,B,A,A,B,B,A,E,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,1.0,6.0,5.0,,6.0,,6.0,6.0,6.0,3.0,6.0,,,6.0,6.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,5.0,6.0,6.0,3.0
11579,2018,1504,10008,10020,2,103792,1,2704302,27,2,24,F,2012,2018.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,DBCCDBDE,100111.0,ECE.DCEECBCDCBAECABDEBDEDCA,090010000991099119009109010,555,555,555,555,555,555,555,555,555,555,555,32,"41,2",50,28,25.0,45.0,20.0,31.0,55.0,25.0,"28,9","31,6","13,3",20.0,0.0,20.0,C,D,C,D,C,B,B,D,D,A,D,A,E,E,B,E,C,C,A,E,A,A,A,A,27.0,B,A,B,D,A,C,C,E,A,E,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
11580,2018,1504,10008,10020,2,103792,1,2704302,27,2,25,F,2012,2013.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,B,C,C,B,E,B,C,A,E,A,A,A,A,27.0,B,D,B,C,B,B,C,E,B,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
