,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
310,2015,1,10002,10028,22,21,1,5107602,51,5,34,M,2000,2007,2,1,1,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,B,C,A,B,F,C,D,E,F,E,A,A,A,A,A,27.0,A,A,B,H,A,B,B,E,E,F,3.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,6.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,7.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0
876,2015,2,10002,10028,2,148,1,5300108,53,5,23,M,2010,2011,2,1,1,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BEABDDCE,111111.0,AABEADDEACBACABCDCCBEBECEDD,111100119911001118900100111,555,555,555,555,555,555,555,555,555,555,555,63.1,70.4,75.0,63.5,79.0,75.0,80.0,48.0,80.0,40.0,60.7,65.2,35.0,40.0,50.0,15.0,C,C,C,B,B,C,D,D,B,A,A,A,E,E,B,B,F,C,E,A,A,B,A,A,27.0,B,A,A,A,A,E,D,E,E,I,4.0,5.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0
1498,2015,3,10002,10028,22,306,1,2806701,28,2,27,F,2007,2009,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BBCBDDDE,11101.0,DDDDBDDDBDDDDDDDDDDDDDDDDDD,001010099000110009099900008,555,555,555,333,555,333,333,333,333,333,333,20.3,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,C,C,C,B,B,B,D,C,B,A,C,A,F,F,B,E,F,C,A,A,A,A,A,A,27.0,B,A,B,C,A,B,B,A,A,A,3.0,5.0,4.0,2.0,2.0,6.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,6.0,2.0,1.0,6.0,2.0,6.0,1.0,1.0,1.0,2.0,6.0,3.0,6.0
1529,2015,3,10002,10028,13,307,1,2806701,28,2,22,F,2009,2012,2,0,1,0,1,1,0,8,0,0,0,27,0,4,0,ACABDDCE,ACABDDCE,CABBDADCDBEEECCCDEBCBDACDBB,XAXBDADCDXEEECCCDEBCBDXCDBB,CCCBDDAD,1011100.0,DEBCEEEBDBDABDEDBABCEAAECDB,909000001900000000110090001,555,555,555,555,555,555,555,555,555,555,555,25.3,50.0,50.0,50.0,39.0,75.0,30.0,61.0,65.0,60.0,17.0,17.4,15.0,0.0,30.0,15.0,C,D,C,A,B,B,A,B,D,A,C,A,D,B,E,A,A,A,C,A,D,C,A,A,27.0,A,A,F,A,A,B,C,E,H,A,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,6.0,6.0,6.0,4.0,1.0,3.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,8.0,6.0,7.0,7.0,6.0,5.0,1.0,1.0,5.0
4821,2015,11,10008,10028,2,963,1,2611606,26,2,22,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCACEAC*,1100010.0,EBCBCACABCBEEECDBCBCBCBEDDA,000000009910000008901000010,555,555,555,555,555,555,555,555,333,555,333,23.8,51.5,37.5,72.5,87.0,75.0,90.0,58.0,50.0,60.0,14.5,13.0,23.3,0.0,70.0,0.0,C,C,C,B,B,E,D,C,A,A,A,A,E,F,A,A,G,B,A,B,A,A,F,A,27.0,B,A,B,A,A,C,B,E,H,F,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,6.0,2.0,2.0,1.0,3.0,1.0,6.0,4.0,4.0,2.0,6.0,4.0,5.0,1.0,6.0,2.0,3.0,2.0,6.0,4.0,2.0,2.0,6.0,2.0
5220,2015,11,10008,10028,2,963,1,2611606,26,2,32,F,2000,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACABDDCE,11111111.0,AAAECBDEAEDCBADEDCABBBCCEDB,110100119900000018901110110,555,555,555,555,555,555,555,555,555,555,555,59.4,88.8,100.0,72.0,80.0,80.0,80.0,64.0,80.0,60.0,49.6,47.8,60.0,60.0,55.0,65.0,C,C,B,B,B,A,E,D,C,B,C,A,C,D,C,B,F,B,A,B,A,F,A,A,27.0,E,A,B,C,A,D,C,E,H,F,5.0,2.0,5.0,2.0,6.0,4.0,6.0,6.0,5.0,6.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,8.0,4.0,4.0,4.0,3.0,6.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,8.0,4.0,4.0,3.0
8536,2015,19,10008,10028,2,1642,1,3509502,35,3,23,M,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ECABDDCD,1111110.0,AABEDEDEBCDAABBCDCECBBCCBBC,111111119901011118901110000,555,555,555,555,555,555,555,555,555,555,555,66.3,74.2,75.0,73.0,84.0,60.0,90.0,62.0,70.0,60.0,63.7,69.6,30.0,40.0,30.0,20.0,B,B,A,E,E,A,D,E,E,A,A,A,F,E,D,A,G,C,E,B,A,D,A,A,27.0,B,A,B,A,A,B,B,A,B,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0
13010,2015,22,121,10028,2,2015,1,3550308,35,3,22,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCADDDCE,1101111.0,DEEDBBCDAEDCCABECCACABCEEAD,000000009900001008900110101,555,555,555,555,555,555,555,555,555,555,555,37.4,72.4,75.0,68.5,55.0,75.0,50.0,82.0,90.0,80.0,25.7,21.7,48.3,40.0,70.0,35.0,C,C,B,B,B,B,B,D,B,A,A,A,E,E,B,D,F,C,D,B,A,A,A,A,27.0,B,A,C,A,A,C,B,E,E,F,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0
15181,2015,24,10001,10028,13,2111,1,2913606,29,2,31,M,2002,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,ACABDDCE,ACABDDCE,CABBDADCDBEEECCCDEBCBDACDBB,XAXBDADCDXEEECCCDEBCBDXCDBB,BCAADDCE,1101111.0,DBCDDDCBCDEBEBCBDEEEBDBCBDB,909010000910101011001191001,555,555,555,555,555,555,555,555,555,555,555,48.1,71.8,75.0,67.0,74.0,50.0,80.0,60.0,60.0,60.0,40.2,43.5,21.7,20.0,5.0,40.0,B,D,C,B,B,C,A,C,C,A,A,A,A,B,A,B,B,F,E,A,A,A,A,A,27.0,D,A,B,D,A,B,B,E,G,A,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
28823,2015,2409,10008,10022,2,5275,1,2604106,26,2,53,F,1980,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCADDDCE,1101111.0,AABABDDDBEAAEBCEDAAACAEEEDD,111000109901010018910000111,555,555,555,555,555,555,555,555,555,555,555,55.5,69.2,75.0,60.5,61.0,65.0,60.0,60.0,60.0,60.0,50.9,47.8,68.3,80.0,80.0,45.0,D,D,C,C,D,D,B,D,C,A,C,A,B,B,A,A,B,F,B,C,A,A,A,D,27.0,A,A,A,I,B,D,B,E,E,H,5.0,5.0,5.0,6.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,3.0,5.0,6.0,6.0,4.0,4.0,4.0,3.0,6.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0
28966,2015,2409,10008,10022,2,5275,1,2604106,26,2,27,M,2008,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CBADDDBD,101100.0,EDBEBDDBAEAACBCACDAACDCCCDB,001100109901010008910010010,555,555,555,555,555,555,555,555,555,555,555,37.1,42.3,37.5,49.5,40.0,80.0,30.0,59.0,55.0,60.0,35.3,34.8,38.3,40.0,65.0,10.0,C,C,C,B,B,C,B,D,C,A,A,A,C,B,B,C,B,A,B,E,A,A,A,A,27.0,B,A,C,A,B,B,A,E,B,I,5.0,5.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0
30294,2015,195,121,10022,2,5382,1,3304557,33,3,35,F,1998,2005,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCABDBBB,1111000.0,AABABEBDAEAABBBADBBCBBEECAD,111001009901011018901100001,555,555,555,555,555,555,555,555,555,555,555,51.7,61.4,50.0,78.5,80.0,80.0,80.0,77.0,65.0,80.0,48.4,47.8,51.7,60.0,50.0,45.0,D,D,B,B,B,B,B,D,B,A,A,A,D,D,B,B,E,E,D,H,A,A,A,A,27.0,D,A,B,D,B,C,B,A,E,F,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
31401,2015,203,10005,10028,2,5498,1,3550308,35,3,24,F,2008,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACEBDDCE,11011111.0,AABEBDCEDEBADBBDDCCABAEDEAD,111100019911111018911000101,555,555,555,333,555,333,333,333,333,333,333,54.7,52.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4,65.2,0.0,0.0,0.0,0.0,C,C,A,B,B,B,E,E,C,A,A,A,E,E,B,D,G,B,A,B,A,A,A,A,27.0,B,A,B,J,A,C,E,E,C,F,5.0,5.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,2.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0
31811,2015,206,10008,10020,1,5567,1,3550308,35,3,30,F,2002,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BCCADDDD,1001100.0,CDBCADCBDBEDBBCEACEECABDEBA,010000001090000090100001001,555,555,555,555,555,555,555,555,555,555,555,25.9,41.9,37.5,48.5,68.0,60.0,70.0,29.0,65.0,20.0,20.5,20.0,23.3,20.0,15.0,35.0,D,D,B,C,C,C,A,C,C,A,A,B,B,B,B,B,C,D,E,B,A,A,A,A,27.0,A,A,C,A,A,C,B,D,C,B,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
32757,2015,2183,10008,10020,22,5692,1,3547809,35,3,28,F,2005,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BEEADDCE,1111.0,BEEDDADDBBDCDCBECDDABADCBBA,010000099000101119099901108,555,555,555,555,555,555,555,555,555,555,555,36.8,54.8,50.0,62.0,63.0,75.0,60.0,61.0,65.0,60.0,30.8,35.0,6.7,20.0,0.0,0.0,D,C,A,A,A,C,B,D,D,B,A,A,B,D,C,C,D,B,A,G,A,A,A,A,27.0,A,A,C,H,A,A,B,E,C,F,6.0,6.0,5.0,3.0,6.0,3.0,5.0,2.0,2.0,6.0,6.0,5.0,5.0,3.0,6.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,8.0,2.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,7.0,7.0,6.0
33582,2015,457,10005,10028,1,5735,1,3547809,35,3,28,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ACECECDE,11000001.0,EBCEDCBECABADECAACEDAAEDDEA,000000000190000090100001011,555,555,555,333,555,333,333,333,333,333,333,18.4,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,C,B,A,A,A,A,A,A,B,A,C,A,B,B,B,D,B,D,E,E,A,A,A,D,27.0,A,A,F,F,A,B,B,E,A,C,5.0,5.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,6.0,6.0,6.0,6.0,3.0,2.0
36433,2015,244,10008,10020,1,6185,1,3534401,35,3,40,F,1994,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ACADDDCE,11101111.0,ECBBADAADBCEBBADACEEDECEAEA,000100101091001090101010011,555,555,555,555,555,555,555,333,555,555,333,48.3,66.1,87.5,34.0,68.0,60.0,70.0,0.0,0.0,0.0,42.3,40.0,55.0,100.0,65.0,0.0,C,D,B,B,B,A,*,D,B,A,C,A,B,D,D,B,D,E,E,I,A,F,A,A,27.0,D,A,B,C,B,D,D,E,A,F,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,6.0,4.0,6.0
36773,2015,244,10008,10020,2,6186,1,3534401,35,3,28,M,2004,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACABDDEE,11111101.0,DEBEDBEBAEAEBBBECCECBBEDCAD,001110009900011008901100001,555,555,555,555,555,555,555,555,555,555,555,49.2,84.7,87.5,80.5,98.0,90.0,100.0,63.0,75.0,60.0,37.3,34.8,51.7,60.0,75.0,20.0,C,D,B,A,A,B,D,D,D,B,A,A,B,C,C,B,B,F,D,C,A,A,A,D,27.0,A,A,F,K,A,E,B,A,E,H,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
38437,2015,271,10008,10028,1,6494,1,3541406,35,3,26,M,2006,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CAADDDCD,101110.0,CEAACBEEEAD*ABEBCCECCDDCBDA,001011000190000190110100101,555,555,555,555,555,555,555,555,555,555,555,43.5,55.4,50.0,63.5,66.0,50.0,70.0,61.0,65.0,60.0,39.5,40.0,36.7,30.0,45.0,35.0,C,C,C,C,C,A,C,C,C,A,C,A,C,B,B,E,C,C,D,B,A,A,A,A,27.0,A,A,A,A,A,A,A,A,A,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
46096,2015,338,121,10028,81,7525,1,3106200,31,3,21,F,2011,2012,2,0,1,0,1,1,0,8,0,0,0,27,0,4,0,ACABDDCE,ACABDDCE,ADCCBCBDEBDACCBCADEEABDBDCC,XDCCBCBXEBDACCBCADEEABXBDXC,BCADDDCE,1101111.0,DDCBBABDEBDECDBCAAEEDBABCAC,911010191110101110110191091,555,555,555,555,555,555,555,555,555,555,555,67.8,70.6,75.0,64.0,65.0,85.0,60.0,63.0,75.0,60.0,66.9,69.6,51.7,70.0,20.0,65.0,B,C,C,B,B,C,A,D,C,A,A,A,E,E,A,A,G,B,A,B,A,B,E,A,27.0,B,A,B,A,A,E,D,E,E,F,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,8.0,5.0,5.0,5.0,6.0,5.0,8.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,8.0,6.0,6.0,6.0
47193,2015,352,10008,10020,2,7683,1,2507507,25,2,22,M,2009,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCADDDCE,1101111.0,AEDBBDDEAEBDAACEDBDDBAEECCD,100000119910000018901000001,555,555,555,555,555,555,555,555,555,555,555,43.7,73.2,75.0,70.5,80.0,80.0,80.0,61.0,65.0,60.0,33.8,30.4,53.3,40.0,75.0,45.0,C,C,C,A,A,B,D,D,C,A,B,A,F,E,B,D,F,C,E,B,A,A,A,A,27.0,B,A,B,C,A,A,A,E,C,F,5.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
48971,2015,374,10008,10020,2,7940,1,3550308,35,3,25,M,2007,2013,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CDCDCDED,100.0,DCEDDBEBCEABDAEEACDCCBDEBCE,000010009900100008900100000,555,555,555,555,555,555,555,555,555,555,555,20.6,33.5,12.5,65.0,51.0,55.0,50.0,79.0,75.0,80.0,16.3,13.0,35.0,20.0,50.0,35.0,C,B,B,A,A,C,A,E,B,A,A,A,B,D,B,F,D,A,E,E,A,A,A,A,27.0,B,A,B,A,A,B,B,E,A,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,3.0,6.0,1.0,5.0,4.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
52905,2015,398,10005,10028,2,8253,1,2800308,28,2,24,F,2008,2014,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CDCBDEBC,11000.0,ADBAACBABDCBEADDCABBCEEDAAD,101000009900000008900000001,555,555,555,555,555,555,555,555,555,555,555,21.4,42.2,25.0,68.0,77.0,65.0,80.0,59.0,55.0,60.0,14.5,13.0,23.3,0.0,45.0,25.0,B,B,A,B,B,B,C,E,B,B,D,A,B,D,C,B,C,C,E,E,A,A,A,A,27.0,B,A,B,C,A,B,B,E,E,F,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
52918,2015,398,10005,10028,2,8253,1,2800308,28,2,35,F,1998,2008,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACADEDCE,11100111.0,AEBEBADDDEBABBBEDCCCBBECEBB,101100109911011018901100100,555,555,555,555,555,555,555,555,555,555,333,57.5,78.2,75.0,83.0,87.0,75.0,90.0,79.0,75.0,80.0,50.6,52.2,41.7,60.0,65.0,0.0,.,.,.,.,.,.,.,.,.,A,A,A,B,D,B,C,B,E,E,E,A,A,A,A,27.0,A,B,A,J,A,B,C,E,H,F,5.0,4.0,3.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
53032,2015,398,10005,10028,2,8253,1,2800308,28,2,26,F,2006,2015,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCADDDCB,1101110.0,BAADBDBDAEDAADEADBBCBBCEBAB,010000009901000018901110000,555,555,555,555,555,555,555,555,555,555,555,42.6,73.1,62.5,89.0,80.0,80.0,80.0,98.0,90.0,100.0,32.4,26.1,68.3,100.0,75.0,30.0,C,C,B,B,B,C,E,A,D,A,C,A,E,D,B,D,E,B,A,B,A,A,A,A,27.0,B,A,B,C,A,E,B,E,H,F,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0
