,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
382850,2015,298,10005,10028,22,97982,0,4113700,41,4,35,M,1999,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,CCEBEDEE,1010101.0,ABAABECEADCDDBBEEDCDBBECDDE,100111099010101109199911008,555,555,555,555,555,555,555,555,555,555,555,49.2,49.6,50.0,49.0,51.0,55.0,50.0,47.0,75.0,40.0,49.0,55.0,15.0,20.0,0.0,25.0,D,D,D,D,C,B,C,C,B,B,B,A,D,D,C,B,C,F,E,B,A,A,A,A,27.0,E,A,B,G,B,A,A,E,E,B,1.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,6.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,6.0,6.0,6.0,4.0,1.0,1.0,6.0,6.0,4.0,2.0,6.0
382854,2015,298,10005,10028,22,97982,0,4113700,41,4,36,M,1997,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BBACDDDD,101100.0,EEEAAAEDBACEDDBCDDCAEEDCBCD,010100199111111009199901108,555,555,555,555,555,555,555,555,555,555,555,54.7,55.3,37.5,82.0,87.0,75.0,90.0,77.0,65.0,80.0,54.5,60.0,23.3,30.0,20.0,20.0,C,C,C,A,A,C,B,D,D,B,C,A,D,D,C,D,B,F,E,B,A,A,A,A,27.0,B,B,A,C,A,B,D,E,H,E,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0
382864,2015,298,10005,10028,22,97982,0,4113700,41,4,42,F,1991,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BDAADDCE,101111.0,ADDBBDEBCABEDBCCBADCBBBCBBB,101010199101100009099901108,555,555,555,555,555,555,555,555,555,555,333,47.4,65.7,62.5,70.5,78.0,70.0,80.0,63.0,75.0,60.0,41.3,45.0,20.0,60.0,0.0,0.0,C,C,D,B,B,C,D,C,C,B,C,A,A,B,C,H,B,C,E,C,F,A,A,C,27.0,A,A,A,G,B,E,C,E,H,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
382898,2015,298,10005,10028,22,97982,0,4113700,41,4,32,M,2000,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,CEBEDDDD,1100.0,BEDDCBDEBADDCDCBDBDBBBBCCCA,011000099100010009099901008,555,555,555,555,555,333,555,555,333,333,333,26.4,41.6,25.0,66.5,72.0,80.0,70.0,61.0,65.0,60.0,21.3,25.0,0.0,0.0,0.0,0.0,D,E,A,D,D,D,B,B,C,C,B,A,D,D,C,C,E,F,E,B,A,A,A,A,27.0,B,A,B,C,A,A,A,E,E,B,4.0,8.0,3.0,2.0,3.0,2.0,2.0,8.0,7.0,2.0,2.0,2.0,2.0,7.0,8.0,2.0,7.0,7.0,7.0,7.0,2.0,4.0,4.0,3.0,2.0,7.0,7.0,7.0,3.0,8.0,7.0,7.0,7.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
382936,2015,298,10005,10028,22,97982,0,4113700,41,4,23,M,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ADEBBDDE,10010101.0,AEBDAAEADACEDBCECDECDADDDBC,110000199111100119099900008,555,555,555,555,555,555,555,555,555,555,555,43.5,54.0,50.0,60.0,62.0,70.0,60.0,58.0,50.0,60.0,40.0,45.0,11.7,10.0,0.0,25.0,D,C,C,B,B,A,B,C,B,B,C,A,C,D,C,C,B,E,E,C,A,A,A,D,27.0,B,A,B,C,B,B,B,E,C,H,5.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,6.0,5.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,4.0,6.0,6.0,2.0,5.0,4.0,5.0,6.0,1.0,6.0
382942,2015,298,10005,10028,22,97982,0,4113700,41,4,36,F,2001,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,CAADDCBD,101000.0,AEABADBDADCDCBBADABDACABEBE,110000099010001009099900008,555,555,555,555,555,333,555,555,333,333,333,22.4,38.6,25.0,59.0,78.0,70.0,80.0,40.0,40.0,40.0,17.0,20.0,0.0,0.0,0.0,0.0,C,C,C,C,B,D,B,B,B,B,A,A,B,B,C,E,B,B,A,B,A,A,A,A,27.0,A,A,A,A,A,D,D,E,H,I,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,6.0,8.0,8.0,8.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
382971,2015,298,10005,10028,22,97982,0,4113700,41,4,41,F,1996,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BAADDDBD,101100.0,CBADEABBAAECDADECCACBDACBEC,000000099100100119099901108,555,555,555,333,555,333,333,333,333,333,333,24.8,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,30.0,0.0,0.0,0.0,0.0,D,C,C,B,B,C,B,B,D,B,C,A,A,B,C,B,D,B,A,B,A,A,A,A,27.0,B,A,C,A,B,B,C,E,C,F,4.0,5.0,8.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,5.0,7.0,5.0
383125,2015,298,10005,10028,22,97982,0,4113700,41,4,36,M,1997,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BCDDDDBC,1001100.0,CACBCCEBBBBCECCECECBAEDCBDE,000000199000000119199901108,555,555,555,555,555,555,555,555,555,555,555,30.4,45.1,37.5,56.5,50.0,50.0,50.0,63.0,75.0,60.0,25.5,30.0,0.0,0.0,0.0,0.0,C,C,B,A,A,B,B,C,B,B,A,A,E,D,C,D,D,F,E,B,A,A,A,A,27.0,B,A,G,B,A,B,B,E,C,I,6.0,6.0,3.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,6.0,1.0,5.0
383159,2015,298,10005,10028,22,97982,0,4113700,41,4,36,F,1997,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,AAADDDAE,10101101.0,ADECCCEABAEEEEBCBDEBCCCCAED,100000199101001009099901008,555,555,555,555,555,555,555,555,555,555,333,36.3,66.3,62.5,72.0,69.0,65.0,70.0,75.0,55.0,80.0,26.3,30.0,5.0,15.0,0.0,0.0,C,C,C,D,D,D,B,B,C,B,A,A,D,B,C,E,A,C,E,B,A,A,A,A,27.0,D,B,F,A,B,C,B,E,A,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
383328,2015,298,10005,10028,22,97982,0,4113700,41,4,28,F,2004,2010,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ADAABCDE,10100001.0,CCDDDEEDBABBDAAEDECCABCCDCE,001001199100100109199901008,555,555,555,555,555,555,555,555,555,333,333,38.0,44.1,37.5,54.0,66.0,50.0,70.0,42.0,50.0,40.0,36.0,40.0,13.3,40.0,0.0,0.0,C,C,C,B,D,C,B,C,D,A,B,A,D,D,C,B,A,F,A,B,A,A,A,A,27.0,A,A,A,G,B,B,B,E,A,C,3.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,6.0,2.0,6.0,1.0,4.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,1.0,4.0,6.0,6.0,7.0,7.0,7.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0
383339,2015,298,10005,10028,22,97982,0,4113700,41,4,32,F,2001,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ACEABDAD,11000100.0,BCBCDDBBDAACECDEBEDD*CBADBC,000000099100000109099900008,555,555,555,333,555,333,333,333,333,333,333,12.0,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,10.0,0.0,0.0,0.0,0.0,E,E,A,D,D,D,B,B,B,B,A,A,D,D,C,D,A,C,E,B,A,A,A,A,27.0,D,A,F,J,A,B,B,E,C,B,6.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
383405,2015,298,10005,10028,22,97982,0,4113700,41,4,27,F,2006,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BEADEDCE,100111.0,CDBDACDDCDAEAAECBEBBCBDCAAE,000000099001000009099901018,555,555,555,555,555,555,555,555,555,555,333,22.1,48.6,50.0,46.5,37.0,65.0,30.0,56.0,40.0,60.0,13.2,15.0,3.3,10.0,0.0,0.0,D,D,C,B,A,C,B,B,B,A,A,A,D,D,C,C,A,D,E,B,A,A,A,A,27.0,A,A,B,A,A,B,B,E,A,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
383448,2015,298,10005,10028,22,97982,0,4113700,41,4,30,F,2004,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,CCACDBAD,1101000.0,CCDCCAECBBECCADACCCECCCACCE,001000199000000019199900008,555,555,555,333,555,333,333,333,333,333,333,18.4,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,D,C,B,C,B,C,D,A,B,B,C,A,B,B,C,E,B,D,E,B,A,A,A,A,27.0,E,A,B,G,A,B,B,E,C,E,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
383450,2015,298,10005,10028,22,97982,0,4113700,41,4,28,F,2005,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ADDAEDDD,10000100.0,BEDABDDCADEEDAEEDCEDDCCCBAE,011110099001100109099901118,555,555,555,555,555,555,555,555,555,555,555,43.0,44.6,25.0,74.0,71.0,75.0,70.0,77.0,65.0,80.0,42.5,50.0,0.0,0.0,0.0,0.0,C,C,C,A,A,C,A,C,B,D,E,A,B,B,B,E,A,E,C,B,A,A,A,A,27.0,A,A,B,C,B,B,C,E,C,I,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0
383455,2015,298,10005,10028,22,97982,0,4113700,41,4,51,M,1985,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BCEAEDCD,1000110.0,AEADDDEBBABCDABEDDECBBECDCD,110000199100101109099911008,555,555,555,555,555,333,555,555,333,333,333,40.5,47.1,37.5,61.5,64.0,80.0,60.0,59.0,55.0,60.0,38.3,45.0,0.0,0.0,0.0,0.0,B,C,D,A,B,C,E,D,E,B,A,A,C,A,C,C,B,E,D,C,A,A,A,D,27.0,A,A,F,G,A,B,B,E,A,I,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,6.0,1.0,1.0,1.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
383584,2015,298,10005,10028,22,97982,0,4113700,41,4,23,M,2012,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,CCEDCB*D,1000000.0,CBAEDEDCBCEDCBBABCEDCBBCDDC,000001099000001009099901008,555,555,555,555,555,333,555,555,333,333,333,16.5,27.5,12.5,50.0,74.0,50.0,80.0,26.0,50.0,20.0,12.8,15.0,0.0,0.0,0.0,0.0,D,C,B,E,D,C,B,B,B,B,A,A,D,B,C,B,A,F,D,B,A,A,A,C,27.0,A,A,B,C,B,B,B,E,B,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,7.0,7.0,3.0,4.0,2.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
383610,2015,298,10005,10028,22,97982,0,4113700,41,4,42,F,1999,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ACADEDCE,11100111.0,CEDCBAEACAEDDBEEBECCDCEEDEE,011010199100100109199910008,555,555,555,555,555,333,555,555,333,333,333,45.4,66.6,75.0,54.0,45.0,65.0,40.0,63.0,75.0,60.0,38.3,45.0,0.0,0.0,0.0,0.0,B,B,C,A,A,B,B,D,B,A,C,A,B,B,B,F,D,E,E,B,A,A,A,A,27.0,A,B,B,A,A,B,B,E,A,D,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,6.0
383633,2015,298,10005,10028,22,97982,0,4113700,41,4,47,F,1986,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,CCBBEDDD,1010100.0,EEDDCBACADAEAACBBBBBCDCBCCA,011000099001000009099900008,555,555,555,333,555,333,333,333,333,333,333,15.2,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,15.0,0.0,0.0,0.0,0.0,D,D,C,D,D,D,B,B,B,A,A,A,A,B,A,A,E,D,E,I,A,A,A,A,27.0,D,B,G,G,A,A,C,E,B,I,6.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,8.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,5.0
383732,2015,298,10005,10028,22,97982,0,4113700,41,4,21,F,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ACCBBDED,11010100.0,AEABACCBDBBCCDCCBDCDCBBCCBD,110000099000010009199901008,555,555,555,555,555,555,555,555,555,555,555,28.9,48.6,50.0,46.5,51.0,55.0,50.0,42.0,50.0,40.0,22.3,25.0,6.7,20.0,0.0,0.0,D,C,C,D,B,E,A,B,C,A,A,A,B,D,B,D,A,B,A,B,A,A,A,A,27.0,A,A,B,A,B,B,B,E,B,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,4.0,6.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0
383747,2015,298,10005,10028,22,97982,0,4113700,41,4,31,F,2001,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ACCADDDD,11001100.0,E*BBDDDCBAECDDCECDBDCADADCC,000000099100110119099900008,555,555,555,555,555,555,555,555,555,555,555,31.7,59.8,50.0,74.5,70.0,70.0,70.0,79.0,75.0,80.0,22.3,25.0,6.7,20.0,0.0,0.0,C,E,B,D,C,D,B,D,C,B,C,A,B,D,C,C,C,E,E,B,A,A,A,A,27.0,B,A,B,C,B,C,C,E,H,B,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
383815,2015,298,10005,10028,22,97982,0,4113700,41,4,31,F,2001,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BCABDCBD,1111000.0,BDDCCCDABBBDEADBBACCBBDCDAC,001000099000000009199901018,555,555,555,555,555,333,555,555,333,333,333,26.6,55.2,50.0,63.0,62.0,70.0,60.0,64.0,80.0,60.0,17.0,20.0,0.0,0.0,0.0,0.0,D,D,C,B,B,D,B,C,C,A,A,A,B,B,A,A,B,E,D,B,A,A,A,A,27.0,E,A,B,C,B,B,B,E,E,B,6.0,6.0,3.0,4.0,6.0,6.0,4.0,2.0,5.0,5.0,6.0,5.0,2.0,2.0,3.0,5.0,1.0,6.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,4.0,3.0,6.0,5.0,6.0,6.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0
383860,2015,298,10005,10028,22,97982,0,4113700,41,4,38,M,1996,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BCADEDCE,1100111.0,BBCAECEBBBCBDBBCDDDECBCCBBD,000100199010101009099901108,555,555,555,555,555,555,555,555,555,333,333,40.6,62.9,62.5,63.5,69.0,65.0,70.0,58.0,50.0,60.0,33.2,35.0,23.3,70.0,0.0,0.0,C,D,B,B,B,D,D,B,C,B,C,A,C,D,C,D,A,F,E,B,A,A,A,A,27.0,B,B,B,G,A,C,B,E,C,D,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,8.0,6.0,8.0,5.0,3.0,5.0,6.0,5.0,8.0,8.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,8.0,5.0
383880,2015,298,10005,10028,22,97982,0,4113700,41,4,32,M,2001,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BDCBBBCE,10011.0,CADBCDEECCDBCDBBCADCDCCCABE,001000199000011019099901008,555,555,555,555,555,555,555,555,555,333,555,31.0,46.1,37.5,59.0,74.0,90.0,70.0,44.0,60.0,40.0,26.0,30.0,3.3,10.0,0.0,0.0,E,E,C,B,B,D,D,C,C,B,C,A,B,B,C,E,B,D,D,B,A,A,A,A,27.0,A,A,B,K,B,C,C,E,A,F,6.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,6.0,5.0,1.0,1.0,1.0,6.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,6.0
383939,2015,298,10005,10028,22,97982,0,4113700,41,4,29,F,2004,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,CBAADDCE,101111.0,BBDBAADBCBCEDCCADDCCACDCEDD,001000099011100009199901008,555,555,555,555,555,555,555,555,555,555,333,38.3,66.1,62.5,71.5,80.0,80.0,80.0,63.0,75.0,60.0,29.0,30.0,23.3,50.0,20.0,0.0,D,C,C,B,B,C,B,D,D,B,A,A,D,D,C,E,C,D,E,B,A,A,A,A,27.0,B,A,A,C,A,B,B,E,A,B,5.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,6.0,4.0,1.0,1.0,5.0,5.0,3.0,6.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,8.0,4.0,2.0,5.0
383957,2015,298,10005,10028,22,97982,0,4113700,41,4,25,F,2007,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ADADDBBE,10101001.0,CEDABDCCEBBECDBECDCCBADCCCE,011110099001011119199901008,555,555,555,555,555,555,555,555,555,555,555,48.9,53.2,50.0,58.0,71.0,75.0,70.0,45.0,65.0,40.0,47.5,55.0,5.0,0.0,0.0,15.0,E,E,C,C,B,C,B,C,C,B,C,A,A,C,C,F,B,A,E,C,A,A,A,D,27.0,A,A,F,E,A,C,C,E,A,H,5.0,6.0,5.0,7.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,3.0,7.0,4.0,3.0,6.0,4.0,1.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,1.0,6.0,6.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0
