,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
211838,2015,571,10002,10028,2,49470,1,4106902,41,4,21,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CCBBDDBD,1011100.0,AABADEDEBEBAABBCDACDEBCCEBD,111011119911011118900110101,555,555,555,555,555,555,555,555,555,555,555,69.5,54.0,50.0,60.0,59.0,55.0,60.0,61.0,65.0,60.0,74.6,73.9,78.3,100.0,75.0,60.0,B,C,C,D,C,C,C,C,C,A,A,A,E,E,A,B,G,C,C,A,A,A,A,A,41.0,B,A,B,G,A,C,D,E,B,F,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,2.0,3.0,3.0,6.0,3.0,2.0
429636,2015,671,10005,10028,86,107014,0,5002704,50,5,23,M,2010,2014,2,1,0,0,1,1,0,8,0,0,0,27,2,4,0,ACABDDCE,ACABDDCE,BAZDDDECDACBZCBDDBAEABEEBDE,BAZXDDECDACXZCBDDBXEABXEBDE,CEAADDCD,101110.0,ECABDDCADACCCEAEAEACBBDCBBE,008911001119800000900190101,555,555,555,555,555,333,555,555,333,333,333,36.8,50.0,50.0,50.0,39.0,75.0,30.0,61.0,65.0,60.0,32.4,38.1,0.0,0.0,0.0,0.0,C,D,C,B,B,C,B,B,B,B,C,A,D,E,C,B,A,B,A,B,A,A,A,A,23.0,A,A,B,A,A,B,B,E,E,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
367323,2015,521,10005,10028,1,97881,1,3530607,35,3,25,M,2007,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ADCBDDCE,10011111.0,ADAACAECCBCBAEAECCEADEBEBBA,111010010090001090101000101,555,555,555,555,555,555,555,555,555,555,555,48.2,71.2,75.0,65.5,69.0,65.0,70.0,62.0,70.0,60.0,40.5,40.0,43.3,30.0,0.0,100.0,C,C,B,B,B,C,D,D,D,A,A,A,D,F,B,D,F,C,A,B,A,A,A,A,35.0,D,A,A,A,A,E,E,E,B,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
180156,2015,555,10008,10028,18,35443,1,2304400,23,2,54,F,1977,2010,2,0,1,0,1,1,0,8,0,0,0,27,1,5,0,ACABDDCE,ACABDDCE,DDAACDEBDCEAABDECCCDADEBZCE,XDAXCXEBXCEAABDXCCCDADEBZCE,AECAEDDD,10000100.0,ADAACCEBECCADEECCABCADDDCDD,911919119101000910001100800,555,555,555,555,555,555,555,555,555,555,555,48.4,49.4,25.0,86.0,95.0,75.0,100.0,77.0,65.0,80.0,48.0,47.6,50.0,35.0,65.0,50.0,C,C,A,A,B,C,C,D,D,B,C,A,B,B,C,D,F,C,A,B,A,A,A,A,26.0,A,C,C,G,A,B,B,E,H,F,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0
520441,2015,587,10002,10028,100,1152250,0,2611606,26,2,28,M,2004,2011,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,ACABDDCE,ACABDDCE,EACDDEBCCCEDDECADDCABCBCBBC,EACDDEBXXXEDDECADDXABCBXBBC,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,D,E,B,F,C,E,E,A,A,A,A,A,26.0,B,A,B,F,A,C,E,D,E,F,5.0,5.0,4.0,4.0,4.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,8.0,5.0,5.0,5.0,5.0,5.0
499474,2015,13,10008,10028,26,1105331,1,4305108,43,4,25,M,2008,2010,2,0,0,1,1,1,0,8,0,0,0,27,0,7,0,ACABDDCE,ACABDDCE,CDBDCAEBBDBBDACAAADEDACDCEE,CDXXCAXBBXXBDACAXADEXACDCEE,ACEADBCE,11001011.0,CDECCABBDAABEACBBADEEBECDAE,119911910991011091119000001,555,555,555,555,555,555,555,555,555,555,555,57.5,63.3,62.5,64.5,71.0,75.0,70.0,58.0,50.0,60.0,55.5,60.0,30.0,60.0,0.0,30.0,C,D,C,B,A,D,B,D,C,A,A,A,D,D,D,C,D,C,E,B,A,A,F,A,43.0,B,A,B,C,B,C,B,E,A,I,4.0,6.0,4.0,6.0,5.0,2.0,2.0,5.0,6.0,4.0,1.0,5.0,4.0,6.0,6.0,5.0,5.0,3.0,3.0,8.0,6.0,4.0,3.0,6.0,5.0,4.0,6.0,5.0,4.0,5.0,3.0,6.0,3.0,1.0,2.0,2.0,5.0,6.0,6.0,5.0,1.0,7.0
107973,2015,780,10005,10028,22,16830,1,5103403,51,5,27,F,2005,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,CACBDDAE,11101.0,CABEBCADBBDBDCBEDCCAEBDCBAE,000010099000101109199901118,555,555,555,555,555,555,555,555,555,555,555,41.2,61.2,50.0,78.0,79.0,75.0,80.0,77.0,65.0,80.0,34.5,40.0,3.3,10.0,0.0,0.0,C,E,C,B,B,D,A,A,D,A,B,A,B,F,A,A,B,D,E,C,A,A,A,B,51.0,A,A,B,C,A,A,B,E,A,I,6.0,6.0,6.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0
512134,2015,322,10008,10028,94,1132199,0,3550308,35,3,30,M,2001,2014,2,0,0,1,1,1,0,8,0,0,0,27,0,7,0,ACABDDCE,ACABDDCE,EEEABECCAAEAECBDDDADBCBCDAA,EEEAXECCXXEAEXBDDDADXXBXDAA,ADEADDBE,10001101.0,DAAADEBABECBCEDAECDDEDBEADA,000191009900090000019919001,555,555,555,555,555,555,555,555,555,555,333,33.0,56.2,50.0,65.5,57.0,45.0,60.0,74.0,50.0,80.0,25.3,25.0,26.7,60.0,20.0,0.0,D,D,C,D,D,D,B,A,E,A,C,A,B,B,A,G,B,E,E,B,A,A,A,A,13.0,A,A,A,A,B,B,B,E,E,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2813,2015,8,10002,10028,2,705,1,3171303,31,3,23,F,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,DCABDDCE,1111111.0,AAEEEDDEAEBEDBECDBABBACBEED,110100119910110118901010101,555,555,555,555,555,555,555,555,555,555,555,63.4,80.9,87.5,71.0,79.0,75.0,80.0,63.0,75.0,60.0,57.5,60.9,38.3,60.0,45.0,10.0,D,D,B,B,B,C,A,D,D,A,A,A,F,E,D,A,E,C,A,A,A,A,A,A,31.0,B,A,B,C,A,B,C,A,H,I,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,4.0,7.0,7.0,5.0,4.0,5.0,5.0,5.0
49180,2015,374,10008,10020,2,7940,1,3550308,35,3,23,F,2010,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ABABDDCE,10111111.0,DBABDEEDDEBEEBBCDCECBBEDDDB,000011009910011118901100010,555,555,555,555,555,555,555,555,555,555,555,54.9,80.9,87.5,71.0,79.0,75.0,80.0,63.0,75.0,60.0,46.2,43.5,61.7,60.0,65.0,60.0,C,C,A,C,C,D,D,D,D,A,C,A,D,F,B,E,F,C,E,B,A,A,A,A,35.0,A,A,C,D,A,E,B,E,E,B,5.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
98593,2015,663,121,10028,22,15274,1,5208707,52,5,25,F,2007,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BDADDDEE,101101.0,ABBDBBCCBACBEACECACABEECABD,100010099110000119199911008,555,555,555,333,555,333,333,333,333,333,333,36.2,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,45.0,0.0,0.0,0.0,0.0,C,D,C,C,C,B,B,D,D,A,A,A,D,E,B,B,B,E,E,G,A,A,A,A,52.0,A,A,C,E,A,B,B,E,B,H,3.0,3.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,2.0,3.0,2.0,6.0,1.0,2.0,3.0,5.0,1.0,3.0,7.0,3.0,2.0,3.0,7.0,3.0,7.0,7.0,6.0,3.0,6.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0
388079,2015,673,121,10020,22,98006,0,5003702,50,5,44,F,1996,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ABCBDDEE,10011101.0,EEDDCABEBBDECDEEDACDDDDCEAD,011000099001010109199901018,555,555,555,333,555,333,333,333,333,333,333,34.9,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,D,C,C,A,B,C,D,A,A,D,C,A,B,B,C,C,C,F,E,B,A,A,A,A,50.0,A,C,G,A,A,A,A,E,C,I,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
359988,2015,1270,10005,10020,1,96711,0,3543402,35,3,30,F,2002,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BCADDBDE,1101001.0,ACAABDABACA*AAAEBADADBACABC,101000100090001090001000000,555,555,555,555,555,333,555,555,333,333,333,25.6,51.2,50.0,53.0,61.0,65.0,60.0,45.0,65.0,40.0,17.0,20.0,0.0,0.0,0.0,0.0,.,.,.,.,.,.,.,.,.,B,A,A,B,E,C,C,D,E,E,B,A,A,A,A,35.0,A,A,G,B,A,A,B,E,C,B,8.0,3.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,8.0,6.0,1.0,2.0,6.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,4.0,4.0,8.0,1.0,5.0,4.0,8.0,5.0,6.0,3.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,8.0,4.0
513601,2015,176,10008,10028,86,1134429,1,3304557,33,3,25,F,2007,2013,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,ACABDDCE,ACABDDCE,BAZDDDECDACBZCBDDBAEABEEBDE,BAZXDDECDACXZCBDDBXEABXEBDE,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170467,2015,2556,118,10020,803,29403,1,3550308,35,3,22,F,2010,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,1,0,ACABDDCE,ACABDDCE,CBDDACBECDDBBECBADCECBCACDA,CBDDAXBECDDBBECBADCECBCACDA,ADEEDBDD,10001000.0,CCCDBDBEEDEEDCAEBCBDEBCECCD,100109110100000000000110100,555,555,555,555,555,555,555,555,555,555,555,29.1,32.8,25.0,44.5,23.0,35.0,20.0,66.0,90.0,60.0,27.9,30.8,11.7,10.0,25.0,0.0,C,C,C,B,B,C,B,D,D,A,A,A,E,D,B,E,E,D,E,B,A,A,A,F,35.0,A,A,B,G,A,E,D,E,A,F,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,3.0
252924,2015,30,10008,10028,18,64931,1,3170701,31,3,37,F,1998,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,5,0,ACABDDCE,ACABDDCE,DDAACDEBDCEAABDECCCDADEBZCE,XDAXCXEBXCEAABDXCCCDADEBZCE,CCCDDDDE,1001101.0,DDAADDDDCADDDDCDCCDDDDEDECE,911909009000000911010110811,555,555,555,333,555,333,333,333,333,333,333,34.9,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,42.9,0.0,0.0,0.0,0.0,D,C,B,C,C,C,D,B,B,B,A,A,C,F,C,D,E,C,D,B,A,A,A,A,31.0,E,A,C,C,A,D,C,E,E,C,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,8.0,8.0,4.0,3.0,1.0
457016,2015,1396,10005,10020,22,113122,1,4108304,41,4,23,M,2006,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ADACDDAE,10101101.0,CEDDBEDDAADBDDCEDDEDBBCAAAB,011011099100110109099900018,555,555,555,555,555,555,555,555,555,555,555,43.7,54.3,62.5,42.0,59.0,55.0,60.0,25.0,45.0,20.0,40.2,45.0,13.3,40.0,0.0,0.0,D,D,C,D,D,D,B,D,D,A,A,A,F,C,B,B,B,E,E,B,A,A,A,A,41.0,A,A,B,C,A,E,E,E,B,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
320907,2015,2399,121,10022,1,88900,1,3552205,35,3,28,F,2006,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,AACBEAEE,10010001.0,DEAECE.DEBEEACBDBCEDCECDBEB,001010000091000090100011110,555,555,555,555,555,555,555,555,555,555,333,31.7,39.9,37.5,43.5,77.0,65.0,80.0,10.0,50.0,0.0,29.0,32.0,11.7,20.0,15.0,0.0,E,E,E,E,D,D,B,D,D,B,C,A,A,A,C,A,B,E,D,E,A,A,A,A,15.0,A,A,C,C,A,B,B,E,C,A,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
477964,2015,82,10003,10028,18,121183,1,4204202,42,4,23,F,2009,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,5,0,ACABDDCE,ACABDDCE,DDAACDEBDCEAABDECCCDADEBZCE,XDAXCXEBXCEAABDXCCCDADEBZCE,ADADEDEE,10100101.0,BDDBEEADAADDDAAACCCACBEDDEE,910909009000000911100010801,555,555,555,555,555,555,555,555,555,555,555,33.4,48.6,50.0,46.5,32.0,40.0,30.0,61.0,65.0,60.0,28.3,28.6,26.7,50.0,10.0,20.0,C,C,C,B,B,B,A,D,C,A,A,A,D,D,B,C,A,B,A,H,A,F,A,A,43.0,A,C,B,A,B,C,C,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
407779,2015,2,10002,10028,100,101548,0,5300108,53,5,28,M,2004,2010,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,ACABDDCE,ACABDDCE,EACDDEBCCCEDDECADDCABCBCBBC,EACDDEBXXXEDDECADDXABCBXBBC,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,A,D,D,B,E,D,C,D,A,A,A,A,A,12.0,A,A,B,C,B,C,B,E,A,A,4.0,6.0,3.0,6.0,6.0,4.0,6.0,5.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,7.0,7.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0
297507,2015,163,10005,10028,86,80536,1,3301702,33,3,23,F,2010,2013,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,ACABDDCE,ACABDDCE,BAZDDDECDACBZCBDDBAEABEEBDE,BAZXDDECDACXZCBDDBXEABXEBDE,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360965,2015,1270,10005,10020,1,96711,0,3543402,35,3,29,M,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BCABDEAE,1111001.0,ACAACAEAEAAEB.ABCAACCBCBAE.,101010000191001190010010010,555,555,555,555,555,555,555,555,555,555,333,45.4,59.9,62.5,56.0,69.0,65.0,70.0,43.0,55.0,40.0,40.5,40.0,43.3,50.0,80.0,0.0,.,.,.,.,.,.,.,.,.,A,C,A,C,B,B,F,D,C,E,H,A,A,A,A,53.0,A,A,B,C,A,A,B,E,A,B,6.0,5.0,3.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,1.0,1.0,4.0,6.0,4.0,6.0,6.0,6.0,2.0,6.0,3.0,4.0,6.0,6.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0
354892,2015,2724,10005,10022,2,96002,1,2105302,21,2,26,F,2007,2009,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCCDDDCE,1001111.0,ADBBBADCDEAEAEBEDEEECAABADB,101000109900001018900000010,555,555,555,555,555,333,555,333,333,333,333,30.3,54.7,62.5,43.0,86.0,70.0,90.0,0.0,0.0,0.0,22.2,26.1,0.0,0.0,0.0,0.0,C,C,A,A,A,A,D,E,E,A,C,A,E,D,A,A,A,D,E,B,A,A,A,A,21.0,B,A,B,C,A,E,E,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
189115,2015,3849,10002,10028,1,41244,1,1721000,17,1,24,F,2008,2009,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188003,2015,513,121,10028,2,40044,1,3127701,31,3,24,F,2008,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACCDDDBE,11001101.0,ABCEDDDDBEAACAECECCEBBEAEAD,100110109901000108901101101,555,555,555,555,555,555,555,555,555,555,555,51.5,67.5,62.5,75.0,71.0,75.0,70.0,79.0,75.0,80.0,46.1,47.8,36.7,40.0,30.0,40.0,C,C,C,A,A,C,C,D,B,A,C,A,C,B,B,E,D,E,E,A,A,A,A,A,31.0,A,B,B,C,A,D,B,E,C,E,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,5.0,6.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0
278604,2015,56,10001,10028,81,71071,1,3529005,35,3,22,M,2010,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,ACABDDCE,ACABDDCE,ADCCBCBDEBDACCBCADEEABDBDCC,XDCCBCBXEBDACCBCADEEABXBDXC,BCADDDCE,1101111.0,EDACBCACEBDACCECACEEEBABCDE,910111091111110110110191090,555,555,555,333,555,333,333,333,333,333,333,55.7,45.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,69.6,0.0,0.0,0.0,0.0,B,D,C,A,A,B,D,D,B,A,A,A,E,E,B,C,F,B,B,A,A,A,F,A,35.0,B,A,B,A,A,A,A,A,C,F,5.0,3.0,5.0,7.0,6.0,4.0,6.0,5.0,5.0,5.0,2.0,4.0,3.0,1.0,2.0,2.0,6.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,3.0,2.0,1.0,3.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,2.0
174149,2015,200,10008,10022,804,31573,1,3550308,35,3,21,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACABDDCE,ACABDDCE,DBDCCEDBDCCEEBEEBEAACAEDABC,DBDCCEDBDCCEEXEEBEXAXAEXABX,ABAADDAE,10101101.0,DBDCCEDAEACDEEAEBBBAEAEACAB,111111100010190110919119009,555,555,555,555,555,555,555,555,555,555,555,56.9,62.3,62.5,62.0,59.0,55.0,60.0,65.0,85.0,60.0,55.1,63.6,6.7,0.0,20.0,0.0,B,B,C,C,B,A,D,D,A,A,A,A,F,D,B,D,G,C,D,B,A,D,A,A,35.0,B,A,B,C,A,C,A,A,B,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
