,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
92530,2015,586,10002,10028,2,14363,1,3304557,33,3,23,F,2009,2010,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,DDDDDDDD,1100.0,ADBEDDEEBCAAABBEAECCAACAEAB,101110019901011008900011100,555,555,555,555,555,555,555,555,555,555,555,46.8,44.4,25.0,73.5,96.0,80.0,100.0,51.0,95.0,40.0,47.6,47.8,46.7,40.0,40.0,60.0,C,C,A,B,B,C,D,E,B,A,A,A,F,D,B,B,E,B,A,A,A,A,F,A,33.0,B,A,A,A,A,B,E,E,C,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
49269,2015,374,10008,10020,2,7940,1,3550308,35,3,44,F,1997,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,CDABDBBE,111001.0,BACEAECDDDCBCBECDBCCDDECDDD,010101009900010118900000011,555,555,555,555,555,555,555,555,555,555,555,41.2,59.0,50.0,72.5,66.0,90.0,60.0,79.0,75.0,80.0,35.3,34.8,38.3,60.0,45.0,10.0,C,C,C,B,B,C,B,D,D,A,A,A,D,B,A,A,F,E,E,B,A,A,A,A,35.0,B,B,F,C,A,C,C,E,C,C,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0
523204,2015,3955,121,10022,94,1159354,1,3115300,31,3,32,M,2000,2014,2,0,0,1,1,1,0,8,0,0,0,27,0,7,0,ACABDDCE,ACABDDCE,EEEABECCAAEAECBDDDADBCBCDAA,EEEAXECCXXEAEXBDDDADXXBXDAA,ABABBDBD,10110100.0,EDEACDEACBAAEADCBCADEEBBBAD,101190009901190000119919010,555,555,555,555,555,555,555,555,555,555,555,54.9,65.2,50.0,88.0,79.0,75.0,80.0,97.0,85.0,100.0,51.5,45.0,88.3,100.0,100.0,65.0,C,C,B,B,B,C,B,D,D,B,A,A,B,D,C,B,E,D,E,B,A,A,A,A,31.0,A,A,B,C,B,B,C,A,C,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
286767,2015,2456,10008,10022,22,73966,1,5002951,50,5,21,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ACABDDAE,11111101.0,AACDCBDACAEEEABEDAAAACACEBC,100000099101001109099901008,555,555,555,555,555,333,555,555,333,333,333,37.1,71.7,87.5,48.0,53.0,65.0,50.0,43.0,55.0,40.0,25.5,30.0,0.0,0.0,0.0,0.0,C,C,C,A,A,B,A,C,B,C,C,A,A,C,B,D,B,E,E,B,A,A,A,A,50.0,A,A,B,C,B,B,B,E,A,F,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
502659,2015,1949,10005,10022,87,1110553,1,3536505,35,3,23,F,2010,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,ACABDDCE,ACABDDCE,CDDBCEEDBDCBADDBABDBEBECEAA,CDDBXEEDXDCXADDBABDBEXECEAA,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76829,2015,547,10001,10028,2,11318,1,3304557,33,3,23,F,2010,2011,2,0,1,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACCDDDBE,11001101.0,AABEBADEAEADDBEEDAEEEBCCCAB,111100119900110018900110000,555,555,555,555,555,555,555,555,555,555,555,53.8,64.1,62.5,66.5,72.0,80.0,70.0,61.0,65.0,60.0,50.4,47.8,65.0,60.0,70.0,65.0,C,C,D,A,A,B,D,E,C,A,B,A,E,D,B,D,D,E,D,A,F,F,A,B,33.0,B,A,B,A,A,A,B,A,E,F,6.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,3.0,6.0,6.0,4.0
127246,2015,322,10008,10028,1,18838,1,3549904,35,3,22,M,2011,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BCDEDDEB,1001100.0,EDACCBACDCAECCBBECDCDEEEECA,011011111091100190011000001,555,555,555,555,555,555,555,555,555,555,555,53.2,53.9,37.5,78.5,93.0,65.0,100.0,64.0,80.0,60.0,52.9,52.0,58.3,60.0,45.0,70.0,D,D,A,A,B,C,D,D,D,A,A,A,A,C,B,B,C,C,E,H,A,F,A,A,35.0,A,A,B,C,A,B,B,A,A,F,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,2.0,4.0,5.0,6.0,7.0,7.0,7.0,6.0,5.0,3.0,4.0,5.0,6.0,2.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0
183209,2015,1225,10005,10020,1,37797,1,3501905,35,3,28,F,2003,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CAACDDCD,101110.0,DEADBDACABCDBCEBDCDACBDAECB,001000110090000190000000000,555,555,555,333,555,333,333,333,333,333,333,17.7,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,16.0,0.0,0.0,0.0,0.0,C,C,C,C,B,C,A,C,C,B,A,A,D,D,C,B,C,E,E,B,A,A,A,A,35.0,A,A,B,C,B,C,A,E,H,C,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,6.0,4.0,2.0,4.0,4.0,4.0,7.0,4.0,7.0,4.0,5.0,4.0,3.0,2.0,3.0
313138,2015,671,10005,10028,1,87284,0,5002704,50,5,59,M,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ACADBDCE,11100111.0,EEAADEACBCACCDDAAEECDCACCBA,001000110090110091111000001,555,555,555,555,555,555,555,555,555,555,555,47.1,69.8,75.0,62.0,63.0,75.0,60.0,61.0,65.0,60.0,39.5,40.0,36.7,15.0,60.0,35.0,D,D,B,B,B,C,C,D,D,B,A,A,D,D,C,D,E,F,D,B,A,A,F,A,33.0,B,A,C,H,A,C,B,E,F,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0
290927,2015,2410,10008,10022,1,75398,1,2304400,23,2,27,F,2005,2007,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324863,2015,671,10005,10028,22,89309,0,5002704,50,5,37,F,1995,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ADADDEBD,10101000.0,EDCDACBDABADADCADAEDEDDCECB,000000099000010009099901008,555,555,555,555,555,555,555,555,555,333,333,17.8,44.1,37.5,54.0,49.0,45.0,50.0,59.0,55.0,60.0,9.0,10.0,3.3,10.0,0.0,0.0,C,D,C,B,B,C,B,C,D,A,A,A,B,B,B,C,E,E,E,J,A,A,A,A,35.0,A,A,G,C,B,C,C,E,C,E,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0
397034,2015,1472,10005,10020,85,99980,0,4207502,42,4,31,F,2003,2010,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,DACBBCECDDEDEABBEACEECACABC,DACBBCEXDDEDEABBEACEEXACABC,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,A,B,B,C,B,B,E,E,B,A,A,A,A,42.0,A,A,C,K,A,A,B,E,A,B,4.0,4.0,5.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,7.0,4.0,7.0,7.0,4.0,6.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0
288689,2015,14246,121,10022,22,74548,1,3170107,31,3,24,F,2008,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BCABDDEE,1111101.0,ABEBDDCBAADDDDCEEDDAECDCCCE,100000099100110109099901008,555,555,555,555,555,555,555,555,555,333,555,39.4,73.6,75.0,71.5,69.0,65.0,70.0,74.0,50.0,80.0,28.0,30.0,16.7,50.0,0.0,0.0,C,E,C,B,D,C,B,C,B,A,A,A,C,D,B,E,C,E,E,C,A,A,A,A,31.0,A,A,B,C,B,E,A,E,A,H,4.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,5.0,1.0,1.0,3.0,3.0,6.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0
141660,2015,1384,10008,10022,22,20487,1,2611606,26,2,39,M,1996,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,ACADDECD,11101010.0,CBDDAEECBBCADCEBDDDABDECBEC,001001199010100009099911108,555,555,555,555,555,555,555,555,555,555,555,44.8,71.9,62.5,86.0,78.0,70.0,80.0,94.0,70.0,100.0,35.8,40.0,11.7,35.0,0.0,0.0,D,D,D,D,D,D,D,D,D,B,A,A,D,D,C,D,B,D,E,B,A,A,A,A,26.0,D,A,B,C,B,B,C,A,E,B,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0
59652,2015,437,10008,10028,1,9029,1,4128104,41,4,21,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BBCBDDCB,11110.0,DEECADCEBACDBEACBADCBDCEAAA,000000000190001090010110001,555,555,555,555,555,555,555,555,555,333,555,32.7,59.6,50.0,74.0,71.0,75.0,70.0,77.0,65.0,80.0,23.7,24.0,21.7,30.0,0.0,35.0,C,C,C,A,A,C,E,E,C,B,A,A,C,C,C,B,B,E,E,B,A,A,A,C,41.0,A,A,B,A,B,C,B,E,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
332414,2015,1491,10005,10020,106,89855,0,4106902,41,4,40,M,1992,2013,2,0,0,1,1,1,0,8,0,0,0,27,1,1,0,ACABDDCE,ACABDDCE,EDACEDDBCBADAZEEBCACDBADCBA,EDACEDDBCBADAZXEBCACDBADCBA,CDABDEDA,111000.0,EDAADEDBDBABADDDACABDBADEDA,111000110110189001101111001,555,555,555,555,555,555,555,555,555,555,555,56.3,48.7,37.5,65.5,68.0,60.0,70.0,63.0,75.0,60.0,58.8,60.0,51.7,35.0,60.0,60.0,C,D,B,B,B,C,D,D,E,B,A,A,B,B,C,E,E,E,E,B,A,A,A,A,43.0,A,A,F,G,B,B,D,E,C,B,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0
187901,2015,1042,10005,10028,803,39977,1,4106902,41,4,22,F,2010,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,1,0,ACABDDCE,ACABDDCE,CBDDACBECDDBBECBADCECBCACDA,CBDDAXBECDDBBECBADCECBCACDA,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324576,2015,671,10005,10028,22,89309,0,5002704,50,5,32,M,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,CABCBACD,10.0,DCEADACEBEDBBCCCDDDDDBBBDBE,000100099000000009099900008,555,555,555,555,555,555,555,555,555,555,555,6.6,13.5,12.5,15.0,22.0,30.0,20.0,8.0,40.0,0.0,4.3,5.0,0.0,0.0,0.0,0.0,D,D,C,A,A,B,B,D,B,B,A,A,D,B,C,C,B,E,E,B,A,A,A,A,35.0,A,A,G,G,B,B,B,E,A,D,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0
376320,2015,298,10005,10028,1,97980,0,4113700,41,4,27,F,2006,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,D,B,C,B,B,F,E,C,A,A,A,E,43.0,A,D,A,B,A,B,B,E,C,H,5.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,6.0,5.0,3.0,2.0,2.0,3.0,5.0,5.0,6.0,6.0,1.0,1.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,3.0,6.0,1.0,2.0
138721,2015,1041,10008,10020,2,20113,1,4311403,43,4,53,M,2000,2001,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,A,A,A,B,F,B,B,A,K,A,A,A,A,43.0,E,D,A,B,B,A,A,E,H,C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
158690,2015,546,10008,10028,803,22396,1,3550308,35,3,21,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,1,0,ACABDDCE,ACABDDCE,CBDDACBECDDBBECBADCECBCACDA,CBDDAXBECDDBBECBADCECBCACDA,BDEBDABE,11001.0,DCDBABBDCDBCDBACBDEEBCAEECB,001019101100000001010000000,555,555,555,555,555,555,555,555,333,555,555,29.8,50.3,37.5,69.5,78.0,70.0,80.0,61.0,65.0,60.0,22.9,26.9,0.0,0.0,0.0,0.0,C,C,C,A,B,C,B,E,B,A,A,A,E,E,B,C,E,C,C,B,A,A,A,A,35.0,B,A,A,A,A,E,B,A,E,F,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,6.0,5.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,8.0,4.0,8.0,5.0
310300,2015,3618,10005,10022,1,86632,1,3513009,35,3,38,F,1996,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CCCEDEBD,1001000.0,BBADADACBACDCBAAADBADBDDBBA,001000110190101090001001101,555,555,555,555,555,555,555,555,555,555,555,38.8,45.8,25.0,77.0,72.0,80.0,70.0,82.0,90.0,80.0,36.5,40.0,16.7,50.0,0.0,0.0,C,C,B,B,B,C,B,D,C,C,A,A,B,B,B,F,D,D,E,I,A,A,A,F,35.0,B,A,B,C,A,D,B,E,C,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,2.0,2.0,6.0,5.0,6.0,6.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0
230745,2015,2001,10008,10022,101,54869,1,2904902,29,2,33,M,2000,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,EBEBEACABCDAECBCEBDADADABCC,EBEBEACXBCDAECBCEBDADADABXC,CBCDDBAE,1001.0,EBEAAAECDCDADBBCDBCAAAEADAC,111001090111001101010101091,555,555,555,555,555,555,555,555,555,555,555,52.1,35.6,25.0,51.5,63.0,75.0,60.0,40.0,40.0,40.0,57.6,56.0,66.7,75.0,75.0,50.0,D,D,C,C,C,D,B,B,D,B,A,A,B,B,F,B,B,D,B,B,A,A,A,A,41.0,E,B,C,B,B,C,B,A,E,F,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0
67498,2015,518,10005,10020,2,10480,1,5300108,53,5,23,M,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BCCADDCD,1001110.0,DBEABBDEAAAEEABCDECEDADBECB,000000119900001118900000100,555,555,555,555,555,555,555,555,555,555,555,35.1,53.6,50.0,59.0,71.0,75.0,70.0,47.0,75.0,40.0,28.9,26.1,45.0,60.0,45.0,30.0,C,D,C,A,B,B,D,C,C,A,C,A,E,D,B,D,F,C,A,B,A,A,A,A,53.0,B,A,B,C,A,A,B,E,A,F,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
450214,2015,1472,10005,10020,1,111720,0,4207502,42,4,32,M,2002,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ACACEDCE,11100111.0,DDBCADCADBAEADBAADDCCEEADAC,010000001091010090010000000,555,555,555,555,555,555,555,555,555,555,555,33.8,68.2,75.0,58.0,58.0,50.0,60.0,58.0,50.0,60.0,22.3,20.0,35.0,20.0,15.0,70.0,C,C,C,C,C,C,C,C,*,B,A,A,C,F,C,D,C,D,D,B,A,A,A,A,42.0,A,A,A,A,A,C,C,D,H,I,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
5926,2015,13,10008,10028,13,1104,1,4305108,43,4,30,M,2008,2010,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,ACABDDCE,ACABDDCE,CABBDADCDBEEECCCDEBCBDACDBB,XAXBDADCDXEEECCCDEBCBDXCDBB,BAAADDCC,101110.0,EBCACACBDADCEECDBECAEDACEEB,909001001900101001000191001,555,555,555,555,555,555,555,555,555,555,555,37.0,51.0,50.0,52.5,59.0,55.0,60.0,46.0,70.0,40.0,32.3,34.8,18.3,20.0,15.0,20.0,C,C,A,D,D,C,B,D,C,B,A,A,C,D,C,B,F,E,E,B,A,A,A,A,43.0,A,A,B,C,A,C,B,A,G,F,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
196740,2015,1660,10005,10020,1,46391,1,5300108,53,5,33,F,2001,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455349,2015,4826,10005,10022,22,112708,1,3509502,35,3,24,F,2009,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
