,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,IN_GRAD,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
202166,2016,1270,10005,10020,38,1170114,0,3543402,35,3,39,F,2011,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CAAEAECE,11000000.0,BBDDDAEEDEDACCDADCACCCBAABD,099080000800108001100800909,555,555,555,555,555,555,333,555,555,555,333,15.9,18.8,25.0,9.5,0.0,0.0,0.0,19.0,55.0,10.0,14.9,15.8,10.0,0.0,30.0,0.0,.,.,.,.,.,.,.,.,.,B,D,A,B,B,C,E,A,C,D,B,A,A,A,A,27.0,A,D,B,A,B,C,B,E,C,B,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,1.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,1.0,6.0
202172,2016,1270,10005,10020,38,1170114,0,3543402,35,3,29,F,2004,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,DEEDADEE,100100.0,DBBBDACADDBACCDADADCCDBAAAB,199080000800108000000800909,555,555,555,555,555,555,555,555,555,555,555,15.6,29.6,25.0,36.5,27.0,55.0,20.0,46.0,70.0,40.0,10.9,10.5,13.3,40.0,0.0,0.0,C,C,B,B,B,C,E,D,C,B,D,A,B,D,C,C,B,E,E,B,A,A,A,A,27.0,B,A,B,C,B,B,B,E,E,C,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
202181,2016,1270,10005,10020,38,1170114,0,3543402,35,3,24,F,2009,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EEDDEBEE,0.0,EACADEAAAAAAAAABBACEABBACCE,099080000810008100010800909,555,555,555,555,555,555,333,555,555,555,555,10.3,1.0,0.0,2.5,0.0,0.0,0.0,5.0,25.0,0.0,13.4,15.8,0.0,0.0,0.0,0.0,D,E,C,A,B,C,B,C,C,A,F,A,B,F,B,F,E,B,A,B,A,A,A,A,27.0,A,A,B,C,A,D,B,E,B,E,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,4.0,6.0,8.0,8.0,3.0,8.0,4.0,3.0,4.0,6.0,6.0,1.0,1.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0
202184,2016,1270,10005,10020,38,1170114,0,3543402,35,3,21,M,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CCCBACBD,10010000.0,DDDBAAAADDCEEDBBAAADDCCEEBD,199080000801008110101800909,555,555,555,555,555,555,555,555,555,333,555,28.3,26.6,25.0,29.0,12.0,60.0,0.0,46.0,70.0,40.0,28.9,31.6,13.3,40.0,0.0,0.0,C,C,B,B,C,B,E,E,E,A,A,A,B,C,B,E,B,B,A,B,A,A,A,A,27.0,B,A,F,A,B,D,D,E,E,E,6.0,6.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,2.0,6.0,2.0,1.0,3.0,1.0,4.0,5.0,4.0,6.0,6.0,1.0,1.0,1.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,4.0,6.0
202190,2016,1270,10005,10020,38,1170114,0,3543402,35,3,33,F,2002,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,DADBAEA*,1010010.0,BBDADBBEDEADCADEABEEBEEADBB,099081100810108010010810909,555,555,555,555,555,555,336,555,555,555,555,31.5,32.1,37.5,24.0,0.0,0.0,0.0,48.0,80.0,40.0,31.3,36.8,0.0,0.0,0.0,0.0,D,C,C,C,B,*,C,C,C,A,D,A,B,C,B,D,A,C,C,B,A,A,A,A,27.0,D,A,A,A,B,C,B,E,E,E,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0
202194,2016,1270,10005,10020,38,1170114,0,3543402,35,3,37,F,2004,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,BBDDAE*A,0.0,EAEDEBCCCEAAECDABBCDDEEABAA,099081010810008000001810909,555,555,555,333,555,555,333,333,555,333,555,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,26.3,0.0,0.0,0.0,0.0,C,C,C,B,B,C,E,D,C,C,D,A,B,A,B,B,A,F,D,B,A,A,A,A,27.0,A,A,A,A,B,C,B,E,E,I,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,5.0
202266,2016,1270,10005,10020,38,1170114,0,3543402,35,3,21,F,2011,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CBECBBAD,10100010.0,CDAEDEBCDDADEDDBBCBEDEECAAD,099180110810008101011811909,555,555,555,555,555,555,555,555,555,555,555,49.6,43.1,37.5,51.5,47.0,75.0,40.0,56.0,80.0,50.0,51.7,52.6,46.7,80.0,30.0,30.0,C,C,B,A,A,B,E,D,D,A,A,A,B,D,B,E,A,B,A,B,A,A,A,A,27.0,A,A,B,C,A,B,A,E,B,E,6.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,6.0,3.0,1.0,1.0,1.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,1.0,1.0,4.0
202312,2016,1270,10005,10020,38,1170114,0,3543402,35,3,35,F,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,DEDDADED,100.0,DBAEDBBCBEABECCBBAABEBECBBD,199181111810008100100811909,555,555,555,555,555,555,333,555,555,555,555,40.6,14.7,12.5,18.0,0.0,0.0,0.0,36.0,60.0,30.0,49.2,57.9,0.0,0.0,0.0,0.0,C,C,D,B,B,B,E,D,D,B,D,A,A,D,C,E,B,E,D,B,A,A,A,A,27.0,B,A,A,C,A,C,C,E,A,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202314,2016,1270,10005,10020,38,1170114,0,3543402,35,3,37,M,2000,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,DBBAAEEE,0.0,EDCBABDCCDACBAAECCBCBBEBEDA,099081010810008001000810909,555,555,555,555,555,555,555,555,555,555,555,18.6,7.0,0.0,17.5,6.0,30.0,0.0,29.0,65.0,20.0,22.4,26.3,0.0,0.0,0.0,0.0,C,C,C,A,A,B,E,E,D,A,A,A,B,B,B,G,B,B,A,B,A,A,A,A,27.0,B,A,B,A,A,C,C,E,C,G,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202315,2016,1270,10005,10020,38,1170114,0,3543402,35,3,39,F,1992,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EEBCADCE,100.0,BAAEEBBCBEAEEDEDDABEEADCEDA,099181111811008000010801909,555,555,555,555,555,555,333,555,555,555,555,36.0,18.5,12.5,27.5,0.0,0.0,0.0,55.0,75.0,50.0,41.8,47.4,10.0,20.0,0.0,10.0,C,C,B,B,B,C,D,D,D,B,F,A,A,B,C,D,A,D,A,B,A,A,A,A,27.0,D,C,C,K,A,E,C,E,E,F,5.0,6.0,5.0,1.0,5.0,1.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,5.0,5.0,6.0,7.0,7.0,2.0,3.0,5.0,1.0,5.0
202331,2016,1270,10005,10020,38,1170114,0,3543402,35,3,35,F,2006,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,BBEEDEDB,100000.0,EEEEEEDBACEABBBCBCDEBDBBEED,099180000800018001010800919,555,555,555,333,555,555,333,333,555,555,555,19.8,7.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,26.3,10.0,0.0,30.0,0.0,D,C,B,B,C,C,E,D,D,A,A,A,C,D,B,F,A,B,A,B,A,A,A,A,27.0,D,D,A,A,B,C,B,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,3.0,1.0,5.0,2.0,6.0,2.0,7.0,7.0,6.0,7.0,5.0,5.0,6.0,1.0,1.0,7.0,6.0,6.0,4.0,7.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,4.0,7.0,2.0
202374,2016,1270,10005,10020,38,1170114,0,3543402,35,3,46,F,2000,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,DECEBCEC,1.0,DBDEEBCAAEBACABCBBACBBDACBB,199181000800108000100800909,555,555,555,555,555,555,333,555,555,555,555,21.1,17.3,12.5,24.5,0.0,0.0,0.0,49.0,45.0,50.0,22.4,26.3,0.0,0.0,0.0,0.0,C,C,C,D,C,D,B,B,D,B,D,A,A,B,C,D,B,B,A,B,A,A,A,A,27.0,A,A,F,A,A,B,B,E,E,C,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,4.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,7.0,5.0,1.0,5.0
202408,2016,1270,10005,10020,38,1170114,0,3543402,35,3,28,F,2008,2011,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,BCABECDA,10000.0,ACEBADDDDEABDDECAACBBADBDDE,099080000810008010000800909,555,555,555,333,555,555,333,333,555,555,555,8.6,7.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,10.5,0.0,0.0,0.0,0.0,C,C,C,A,A,A,D,B,B,B,D,A,A,B,C,B,B,E,E,B,A,A,A,A,27.0,A,A,B,C,B,C,B,E,F,C,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,6.0,6.0,6.0,1.0,1.0,5.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,7.0,5.0,1.0,6.0,3.0,2.0,6.0
202570,2016,398,10005,10028,95,1170490,1,2800308,28,2,50,F,1989,2013,2,0,0,1,1,1,0,8,0,0,0,27,1,5,0,CAEBCDAC,CAEBCDAC,DACBCCCCAEBDBCDABBADDEBZEAB,DXCXCCCCAEBDBCDXBBXDDEBZXAB,CEAADDED,10000100.0,DACBDABEAEBEDADBEBADAAEDDBC,191900001110001901910008900,555,555,555,555,555,555,333,555,555,555,555,30.4,20.6,25.0,14.0,0.0,0.0,0.0,28.0,60.0,20.0,33.6,38.1,8.3,0.0,25.0,0.0,C,C,D,D,C,C,B,B,D,A,D,A,B,C,B,C,C,F,E,B,A,A,A,A,27.0,B,B,B,E,B,C,B,E,A,I,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
202582,2016,398,10005,10028,95,1170490,1,2800308,28,2,26,F,2007,2014,2,0,0,1,1,1,0,8,0,0,0,27,1,5,0,CAEBCDAC,CAEBCDAC,DACBCCCCAEBDBCDABBADDEBZEAB,DXCXCCCCAEBDBCDXBBXDDEBZXAB,DEDAADCB,100.0,AACBCCEACEBEDCDABBBDEABCBAB,091911000110011911910018911,555,555,555,555,555,555,555,555,555,555,555,51.0,30.3,12.5,57.0,69.0,65.0,70.0,45.0,65.0,40.0,57.9,61.9,35.0,35.0,50.0,20.0,C,C,C,D,B,C,E,D,D,A,D,A,B,B,B,B,A,B,B,E,A,A,A,A,27.0,A,A,F,C,A,C,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202697,2016,4530,10005,10020,28,1171422,1,2704302,27,2,23,F,2010,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,DBBEBDEC,101.0,DBADBEDBAAAAADBCCEACBEDDCEC,111100000000990119109101100,555,555,555,555,555,555,555,555,555,555,555,41.2,44.2,25.0,73.0,83.0,55.0,90.0,63.0,75.0,60.0,40.2,43.5,21.7,40.0,25.0,0.0,B,C,C,A,B,C,A,B,D,A,A,A,D,D,B,B,B,B,A,F,A,A,A,A,27.0,B,A,B,D,A,A,B,A,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202698,2016,4530,10005,10020,28,1171422,1,2704302,27,2,21,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,ABDDADBE,100.0,DCAECABCCECAAEACADADBEEAACE,101000110100990109109100000,555,555,555,555,555,555,555,555,555,555,555,33.2,29.7,12.5,55.5,57.0,45.0,60.0,54.0,70.0,50.0,34.3,34.8,31.7,55.0,15.0,25.0,C,C,C,C,B,C,E,D,D,A,A,A,C,D,B,F,D,B,A,C,A,C,A,A,27.0,A,A,B,C,A,B,D,A,E,H,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202699,2016,4530,10005,10020,28,1171422,1,2704302,27,2,25,F,2007,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CAEADDCD,11100100.0,DDBEEDDABCEBCCACACCABEDCCAC,100010001011990109019100110,555,555,555,555,555,555,555,555,555,555,555,49.2,60.2,50.0,75.5,96.0,80.0,100.0,55.0,75.0,50.0,45.5,43.5,56.7,70.0,20.0,80.0,C,B,B,B,B,B,B,E,D,B,D,A,B,D,C,B,B,B,A,E,A,F,A,F,27.0,A,A,B,A,A,A,C,C,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202700,2016,4530,10005,10020,28,1171422,1,2704302,27,2,21,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CECACECE,10001000.0,BBADEBDAEEEBBCBCCBCAEEDDDAC,011111000111990119019101010,555,555,555,333,555,555,333,333,555,555,555,49.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3,60.9,56.7,70.0,20.0,80.0,B,B,C,B,B,C,E,E,D,A,A,A,D,E,B,E,C,B,A,E,A,A,A,A,27.0,B,A,B,D,A,E,E,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202701,2016,4530,10005,10020,28,1171422,1,2704302,27,2,22,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CADECDCE,11001100.0,DCADEECCCDEDADBCBDEDDDADCDA,101110010010990109009011100,555,555,555,555,555,555,555,555,555,555,555,44.2,54.8,50.0,62.0,62.0,70.0,60.0,62.0,70.0,60.0,40.7,43.5,25.0,50.0,20.0,5.0,C,C,C,B,B,C,B,C,D,A,D,A,C,E,B,C,D,B,A,E,A,A,A,A,27.0,B,A,B,A,A,C,C,E,H,F,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
202702,2016,4530,10005,10020,28,1171422,1,2704302,27,2,26,F,2008,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,EAECBDDE,1100100.0,DBBDEAAABABDAEACADCBAEADDCA,110110001000990109009111000,555,555,555,555,555,555,555,555,555,555,555,39.3,41.5,37.5,47.5,42.0,50.0,40.0,53.0,65.0,50.0,38.5,39.1,35.0,35.0,50.0,20.0,C,C,C,A,B,B,E,D,D,A,D,A,C,D,C,E,C,B,A,E,A,A,A,A,27.0,A,A,A,C,A,A,D,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202703,2016,4530,10005,10020,28,1171422,1,2704302,27,2,21,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CAEBBDAC,11110111.0,DBADCBBCBCEBAAECCDCBABAEDAD,111101111011991119009010011,555,555,555,555,555,555,555,555,555,555,555,70.1,75.7,87.5,58.0,63.0,75.0,60.0,53.0,65.0,50.0,68.2,69.6,60.0,75.0,65.0,40.0,D,C,C,A,A,B,B,D,C,A,A,A,D,E,B,E,E,B,A,E,A,D,A,A,27.0,B,A,B,C,A,B,B,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202704,2016,4530,10005,10020,28,1171422,1,2704302,27,2,20,F,2013,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CADCAEBE,11000000.0,DBAAEDBCCEEBAEECCBADDEDECAC,111010110111991119109100110,555,555,555,555,555,555,555,555,555,555,555,60.4,44.4,25.0,73.5,79.0,75.0,80.0,68.0,60.0,70.0,65.7,69.6,43.3,40.0,90.0,0.0,C,C,C,D,B,C,B,D,C,A,D,A,D,D,B,E,D,B,A,B,A,A,A,A,27.0,A,A,B,A,A,D,D,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
202705,2016,4530,10005,10020,28,1171422,1,2704302,27,2,22,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,EBEEBBCD,100000.0,BBADEBCCBCAABDDACDAACEDDCAD,011111011000990019119101111,555,555,555,555,555,555,555,555,336,555,555,55.8,33.1,12.5,64.0,75.0,55.0,80.0,53.0,65.0,50.0,63.4,65.2,53.3,0.0,90.0,70.0,C,C,D,D,B,D,B,A,D,A,D,A,B,C,B,D,B,B,A,B,A,A,A,A,27.0,B,A,B,A,A,C,C,E,E,F,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
