,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,IN_GRAD,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
44793,2016,663,121,10028,6,19249,1,3303302,33,3,30,F,2003,2008,2,1,0,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,CBEABDBC,10100101.0,BDCBABDBEBCACEEBAACAEBBDABC,111990119010111111911001111,555,555,555,555,555,555,555,555,555,555,555,69.7,51.8,50.0,54.5,78.0,70.0,80.0,31.0,75.0,20.0,75.6,78.3,60.0,60.0,80.0,40.0,C,C,C,B,A,C,B,D,B,C,A,A,D,D,A,A,A,B,A,E,A,F,A,A,33.0,B,A,A,C,B,A,C,E,A,C,5.0,4.0,2.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,3.0,3.0,6.0,1.0,1.0,5.0,2.0,5.0,3.0,6.0,6.0,6.0,1.0,1.0,5.0,5.0,6.0,6.0,6.0,5.0,2.0,1.0,1.0,2.0,5.0,1.0,6.0,1.0,1.0
77150,2016,1509,10005,10020,36,66625,1,3106200,31,3,24,F,2010,2015,2,1,0,0,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,CBBEABCE,10000000.0,EEECBCDAEEDAECADBEDECDEDDEA,000088000001000911199100901,555,555,555,555,555,555,555,555,555,555,555,34.8,39.3,12.5,79.5,95.0,75.0,100.0,64.0,80.0,60.0,33.3,28.6,60.0,20.0,80.0,80.0,C,C,C,A,A,B,B,E,D,B,A,A,C,F,C,B,D,B,A,J,A,B,A,A,31.0,A,A,B,A,A,C,C,E,C,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,6.0,6.0,3.0
39585,2016,555,10008,10028,19,18325,1,2304400,23,2,23,F,2011,2012,2,0,1,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,DABABDED,1000100.0,CDACDECACDADAADAEBDCCDCECAB,911909009900011901111991101,555,555,555,555,555,555,333,555,555,555,555,52.1,30.8,25.0,39.5,0.0,0.0,0.0,79.0,75.0,80.0,59.2,57.9,66.7,80.0,60.0,60.0,C,D,B,B,B,B,B,D,D,A,D,A,D,D,B,C,D,C,A,E,A,B,A,A,23.0,B,A,B,C,A,B,B,A,B,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
144250,2016,1087,118,10022,38,109533,1,1100205,11,1,37,F,2003,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CEEDADEB,10100100.0,CAECDBBABEAEEBDBBCAEDBEDABB,099081101811018101111810909,555,555,555,555,555,555,555,555,555,555,555,56.4,48.1,37.5,64.0,75.0,55.0,80.0,53.0,65.0,50.0,59.2,63.2,36.7,20.0,50.0,40.0,C,C,B,B,B,B,E,D,C,A,D,A,D,D,A,A,A,F,D,E,A,A,A,A,11.0,A,A,B,A,A,B,B,E,E,H,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,5.0,6.0,5.0,6.0,6.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
55303,2016,1563,10005,10020,23,38315,1,2211001,22,2,30,F,2003,2013,2,0,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,DCEABDEB,100100.0,DCCADBAEBEACEBBCDCDDCCCDCEB,101909111011090011191009100,555,555,555,555,555,555,555,555,555,555,555,47.0,39.2,25.0,60.5,66.0,50.0,70.0,55.0,75.0,50.0,49.6,54.5,21.7,10.0,30.0,25.0,C,C,A,B,B,B,B,D,E,A,D,A,B,B,C,B,C,E,E,B,A,A,A,A,22.0,A,A,C,K,A,B,E,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
13049,2016,1128,10008,10028,6,7399,1,3133808,31,3,43,M,1994,2009,2,1,0,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,CEDABDEB,10000100.0,CDDBCCCCEDEECEEABCCCDEDABBA,010990009001111000900010010,555,555,555,555,555,555,555,555,555,555,555,31.9,37.4,25.0,56.0,61.0,65.0,60.0,51.0,55.0,50.0,30.1,30.4,28.3,30.0,35.0,20.0,D,D,C,B,A,B,B,C,C,C,A,A,F,D,B,E,F,C,C,B,A,A,A,A,31.0,B,B,B,A,A,C,B,E,A,C,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0
211234,2016,352,10008,10020,3501,5000026,1,2507507,25,2,24,M,2012,2013,2,0,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,BCBABDZAEBAZEABBCACCDADADCD,BCBABXZAEBAZEABBCACCDADADCD,CEDABDEE,10000100.0,AABAABBAEBAEECBECACCDABADED,001109811118101011111101101,555,555,555,555,555,555,555,555,555,333,333,54.3,36.6,25.0,54.0,58.0,50.0,60.0,50.0,50.0,50.0,60.2,70.8,0.0,0.0,0.0,0.0,C,B,C,A,A,B,E,E,C,A,D,A,D,B,B,E,B,C,C,H,A,A,A,A,25.0,B,A,B,A,B,B,C,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
150577,2016,1835,10003,10022,23,113060,1,1705508,17,1,30,M,2004,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CEACADEE,10000100.0,BBAAAAABEBABCCAEBBBCDCDCCBB,010909100010091000090019110,555,555,555,555,555,555,555,555,555,555,555,37.2,40.6,25.0,64.0,78.0,70.0,80.0,50.0,50.0,50.0,36.0,31.8,60.0,20.0,60.0,100.0,C,D,A,A,A,B,E,D,D,E,B,A,D,C,B,G,B,C,E,E,A,A,A,A,15.0,A,A,B,J,B,C,B,A,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0
58931,2016,489,10008,10020,28,45492,1,3306305,33,3,26,F,2011,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CBEEBCBC,10100001.0,DDADEBEAAAABADDCBECDDBAECAA,101111000001990109009010110,555,555,555,333,555,555,333,333,555,555,555,37.1,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,43.5,33.3,60.0,40.0,0.0,D,D,C,C,C,D,B,D,B,A,D,A,D,B,B,E,E,C,D,B,A,A,A,A,33.0,E,A,B,C,B,E,E,A,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
146857,2016,1196,10006,10020,90,111266,0,4115200,41,4,28,M,2006,2014,2,0,0,1,1,1,0,8,0,0,0,27,0,10,0,CAEBCDAC,CAEBCDAC,EBBCDEDEEDECCBCADABBACEEAAC,EXBCXEDEEDXXXBXADXBXAXEEXAC,CAEEAEBE,11100000.0,EABEDEDECDDCEB*D*BBAAAEEBAB,191091110199919009191911910,555,555,555,555,555,555,555,555,555,555,555,65.3,48.9,37.5,66.0,89.0,85.0,90.0,43.0,55.0,40.0,70.8,70.6,71.7,85.0,60.0,70.0,B,B,C,A,A,B,B,D,C,A,A,A,E,E,B,D,F,D,E,B,A,A,A,A,41.0,A,A,B,C,A,E,B,E,E,C,6.0,5.0,6.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,5.0,4.0,6.0,5.0,5.0,3.0,2.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,3.0,3.0,4.0,6.0,6.0,3.0,3.0
102134,2016,4017,10005,10020,23,88662,1,3525904,35,3,28,F,2006,2013,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,EAEAADED,1100100.0,BCCADBAEBEBADECDDBECEDDECAE,001909111000090010090019101,555,555,555,555,555,555,555,555,555,555,555,44.5,54.5,37.5,80.0,90.0,50.0,100.0,70.0,70.0,70.0,41.2,36.4,68.3,70.0,60.0,75.0,C,D,D,C,D,D,D,D,D,B,D,A,B,C,C,A,B,D,E,B,A,A,A,A,29.0,A,A,B,E,A,C,E,B,E,F,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0
140808,2016,663,121,10028,28,108525,1,3301009,33,3,29,F,2004,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CABEBDCE,11000100.0,DBCBACACBCEEAEECADBCCEADECC,110000011010991109009111000,555,555,555,555,555,555,555,555,555,555,555,43.3,43.5,37.5,52.5,60.0,60.0,60.0,45.0,65.0,40.0,43.2,43.5,41.7,55.0,55.0,15.0,C,D,B,B,B,C,E,D,D,E,D,A,D,D,C,B,B,E,C,H,A,F,A,F,33.0,D,A,G,K,A,C,C,E,A,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
194184,2016,1672,10008,10022,69,1141580,1,1506807,15,1,27,F,2007,2014,2,0,1,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CEEDECBABBEAECDCCEDAEDBABAD,CEEDECXXBBEAEXDCXEXAEXXABAX,ABBAAEED,0.0,CDDAEDADBBEADCABBCECABCACAD,100010991111090090900991019,555,555,555,555,555,555,333,555,555,555,555,31.4,10.6,0.0,26.5,0.0,0.0,0.0,53.0,65.0,50.0,38.3,42.1,16.7,30.0,20.0,0.0,D,D,C,B,D,D,B,D,D,B,A,A,D,D,C,B,B,B,A,H,A,A,A,A,15.0,A,A,C,A,B,A,B,D,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
198674,2016,135,10008,10020,3501,1164982,0,3505906,35,3,29,F,2011,2015,2,1,1,1,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,BCBABDZAEBAZEABBCACCDADADCD,BCBABXZAEBAZEABBCACCDADADCD,EEEEADEE,100100.0,AABCECDBCCDEEAEECACBBEABCED,001009800008110011100000001,555,555,555,555,555,333,555,555,333,333,333,28.0,37.4,25.0,56.0,74.0,50.0,80.0,38.0,30.0,40.0,24.8,29.2,0.0,0.0,0.0,0.0,C,C,C,B,B,B,E,D,C,A,A,A,D,E,B,E,E,D,D,B,A,A,A,A,41.0,A,A,B,C,A,B,B,E,A,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2351,2016,9,115,10028,38,762,1,4113700,41,4,21,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EAEABDAE,1100110.0,EBAEDEBCBEAECADBAACEBEECAED,099180111811108110010811919,555,555,555,555,555,555,555,555,555,555,555,60.9,51.4,50.0,53.5,72.0,80.0,70.0,35.0,55.0,30.0,64.1,68.4,40.0,40.0,20.0,60.0,C,C,B,B,C,D,B,D,B,A,D,A,B,A,B,C,C,D,E,A,A,A,A,D,41.0,A,A,B,C,A,B,C,E,B,F,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,8.0,8.0,8.0,6.0,6.0,6.0,5.0,4.0,7.0,2.0,7.0,7.0,6.0,8.0,6.0,6.0,4.0
168190,2016,824,10003,10022,36,150190,1,5209101,52,5,27,F,2008,2012,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,DEEDADAE,100110.0,ECCBDCBEDEECDCCECBDECCDEEDA,001088000000000900199011901,555,555,555,555,555,555,555,555,555,555,555,29.9,42.9,37.5,51.0,75.0,55.0,80.0,27.0,55.0,20.0,25.5,23.8,35.0,0.0,55.0,50.0,C,C,B,B,B,C,B,D,D,B,D,A,B,B,C,D,B,A,A,G,F,F,A,E,52.0,A,A,G,K,B,D,C,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
33271,2016,591,10002,10028,23,14567,1,3550308,35,3,22,F,2011,2012,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,BDCABDEC,101.0,DBDAEEAEBDACDCAADCDEABDCCBE,110919111111091111190119111,555,555,555,333,555,555,333,333,555,555,555,62.4,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,86.4,31.7,10.0,40.0,45.0,C,C,C,B,B,C,D,D,.,A,D,A,D,D,A,A,C,B,A,A,A,A,A,A,31.0,B,A,C,D,A,B,D,E,A,F,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,3.0,5.0,6.0,6.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0
25673,2016,575,10002,10028,12,12970,1,3106200,31,3,25,F,2008,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,EAEBADAE,1110110.0,CBBEBAECCCEAAECDABBAEDBDADB,011191119101911119101001119,555,555,555,555,555,555,555,555,555,555,555,69.2,64.7,62.5,68.0,79.0,75.0,80.0,57.0,85.0,50.0,70.7,77.3,33.3,0.0,40.0,60.0,D,B,C,D,B,B,B,D,D,A,A,A,F,F,B,C,G,B,A,A,A,D,A,A,31.0,B,A,B,A,A,A,E,D,E,F,6.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,4.0,3.0,6.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,2.0,6.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0
2159,2016,9,115,10028,12,758,1,4113700,41,4,25,M,2008,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,EAEBADAE,1110110.0,DBBEBAECACCADECDADBAEEBDAAD,111191119101911119101101109,555,555,555,555,555,555,555,555,555,555,555,72.0,63.7,62.5,65.5,54.0,70.0,50.0,77.0,65.0,80.0,74.8,81.8,35.0,0.0,55.0,50.0,C,C,C,D,B,C,B,D,C,A,A,A,F,F,B,C,F,B,A,A,A,E,A,A,41.0,B,A,B,A,A,D,E,A,A,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
48211,2016,669,10008,10028,6,20406,1,1302603,13,1,26,F,2007,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,DEACCBAD,1010.0,BCCDADEAECCCBEEAEBCAABEDADC,101990009110011000910001101,555,555,555,555,555,555,555,555,555,555,555,43.1,47.4,25.0,81.0,85.0,65.0,90.0,77.0,65.0,80.0,41.7,43.5,31.7,30.0,25.0,40.0,C,C,C,B,B,C,E,E,C,A,D,A,B,D,B,B,A,F,C,F,A,A,A,D,13.0,A,A,B,C,A,B,B,A,H,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
77473,2016,386,10005,10020,92,67133,1,5208707,52,5,27,M,2008,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DDDAECCDEAEEBBCEBADAEEDBBCD,DDDAEXCDEAEEXBCEBADXEEDXBCD,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108309,2016,437,10008,10028,23,92135,1,4108809,41,4,22,F,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CEEAADED,10100100.0,DBCADBBEEDACACACDCDDEDDCABE,111909010111191011190019011,555,555,555,555,555,555,555,555,555,555,333,58.0,47.5,37.5,62.5,71.0,75.0,70.0,54.0,30.0,60.0,61.5,68.2,23.3,50.0,20.0,0.0,.,.,.,.,.,.,.,.,.,A,D,A,B,B,B,E,C,C,D,B,A,A,A,A,50.0,A,A,B,G,B,C,D,E,H,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
180579,2016,14321,10005,10022,23,1101668,1,2304400,23,2,22,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CAEDADBE,11100100.0,ECCADBEBCEACBECEDCEECBDDCBE,001909000011090011091119111,555,555,555,555,555,555,555,555,555,555,555,49.4,49.0,50.0,47.5,77.0,65.0,80.0,18.0,50.0,10.0,49.5,50.0,46.7,50.0,30.0,60.0,C,C,C,D,B,C,B,D,C,A,D,A,D,F,B,C,B,F,D,E,A,A,A,E,23.0,A,B,B,G,A,B,C,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,8.0,6.0,6.0,6.0
194376,2016,3304,10005,10022,28,1141914,1,2510808,25,2,37,F,1996,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,EAEABCBC,1100001.0,DBAAEBCCBEEAADECECCABAEDCCE,111011011110991109019001100,555,555,555,333,555,555,333,333,555,555,555,45.4,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.9,8.3,25.0,0.0,0.0,C,C,B,A,A,C,E,C,D,B,A,A,B,B,C,C,C,E,D,B,A,A,A,A,25.0,A,C,A,K,B,B,B,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
70636,2016,15452,121,10022,36,59367,1,3107406,31,3,24,F,2009,2013,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,AAEDBDDA,1100100.0,BBCACCECCBCACDCBCEDBCDDDDBA,111188101011010901199110911,555,555,555,555,555,555,555,555,555,555,555,65.2,56.3,37.5,84.5,91.0,55.0,100.0,78.0,70.0,80.0,68.1,71.4,49.3,28.0,80.0,40.0,B,C,B,A,A,D,B,D,D,A,A,A,C,E,B,E,C,C,C,B,A,A,A,A,31.0,B,A,B,C,A,B,C,E,E,C,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,1.0,1.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0
202934,2016,383,10005,10028,95,1173137,1,1501402,15,1,22,F,2012,2014,2,1,0,0,1,1,0,8,0,0,0,27,1,5,0,CAEBCDAC,CAEBCDAC,DACBCCCCAEBDBCDABBADDEBZEAB,DXCXCCCCAEBDBCDXBBXDDEBZXAB,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
