,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,IN_GRAD,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
151085,2016,590,93,10028,17,113563,1,1502301,15,1,22,M,2011,2012,2,0,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,CAEBABAA,11110010.0,ABECDDEDCDCCBDCAEDDACDAEDEE,111900118010811100000101110,555,555,555,555,555,555,555,555,555,555,555,59.4,67.1,62.5,74.0,87.0,75.0,90.0,61.0,65.0,60.0,56.8,54.2,71.7,75.0,40.0,100.0,C,C,D,A,A,B,C,D,E,A,D,A,B,B,B,H,B,B,A,H,A,C,A,A,15.0,A,A,B,C,B,B,C,D,H,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0
80544,2016,515,10005,10020,38,69434,1,3303302,33,3,22,F,2012,2013,2,0,1,0,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,AADAADAE,1000110.0,EABEDEBCBEAECDDBDCDEDCECDEA,099180111811108101011811919,555,555,555,555,555,555,555,555,555,555,555,62.7,54.1,37.5,79.0,79.0,75.0,80.0,79.0,75.0,80.0,65.6,73.7,20.0,0.0,20.0,40.0,C,C,B,C,B,C,C,D,D,A,B,A,C,C,B,D,B,A,A,E,A,A,A,A,33.0,A,A,B,C,B,D,E,E,H,E,6.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,6.0,3.0,6.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,4.0,5.0,4.0,1.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0
24840,2016,573,10002,10028,12,12813,1,3205309,32,3,30,F,2004,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEBBDAE,11110110.0,DCBEDAECDCEACDCADCCDEEBDADB,101191119101901009011101119,555,555,555,555,555,555,555,555,555,555,555,66.4,76.6,75.0,79.0,79.0,75.0,80.0,79.0,75.0,80.0,63.0,68.2,33.3,30.0,10.0,60.0,C,C,C,C,B,C,D,D,D,B,D,A,E,E,C,B,B,B,A,A,A,B,A,A,32.0,B,A,B,A,A,A,E,E,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,3.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,6.0,5.0,8.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
58918,2016,489,10008,10020,28,45492,1,3306305,33,3,22,M,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,EACBDABC,1010001.0,DBADCBBCEBBDAADCCBEAAEACAAD,111101110000990119019110011,555,555,555,555,555,555,555,555,333,555,555,55.1,52.3,37.5,74.5,93.0,65.0,100.0,56.0,80.0,50.0,56.0,60.9,28.3,0.0,50.0,35.0,B,C,A,A,A,A,E,D,C,A,A,A,F,F,B,B,E,B,B,B,A,A,A,A,33.0,B,A,A,G,A,E,E,A,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
31070,2016,585,10002,10028,17,14214,1,4205407,42,4,27,M,2006,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,........,0.0,...........................,000900008000800000000000000,555,333,333,333,333,333,333,333,333,333,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,.,.,.,.,A,A,A,C,D,D,A,A,B,C,A,C,C,A,D,43.0,A,A,B,C,B,C,D,A,E,H,4.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,7.0,7.0,2.0,3.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,6.0,4.0,2.0,3.0
4719,2016,21,10008,10028,38,1887,1,4314902,43,4,30,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CBBCADAB,10000110.0,CDDEBBBCBEADCBDBAABCDCECEEB,099181111810118110001811919,555,555,555,333,555,555,333,333,555,555,555,52.6,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,73.7,0.0,0.0,0.0,0.0,D,C,C,B,B,C,E,D,B,A,D,A,D,C,C,B,A,B,A,B,A,B,A,A,43.0,A,A,B,C,B,E,B,E,H,F,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,2.0
83431,2016,316,10008,10028,23,72319,1,3550308,35,3,21,F,2012,2013,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CEEBBDAD,10110110.0,DBCADBDEDDACAEBCACDECACDCCE,111909010111190001191009101,555,555,555,555,555,555,555,555,555,555,555,60.0,66.7,62.5,73.0,75.0,55.0,80.0,71.0,75.0,70.0,57.7,59.1,50.0,30.0,30.0,90.0,C,C,C,B,B,C,A,C,D,B,D,A,F,F,C,C,D,B,A,B,A,A,A,A,35.0,B,A,B,C,A,A,B,D,B,F,5.0,5.0,2.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,5.0,6.0,6.0,3.0,3.0,4.0,5.0,6.0,1.0,6.0,6.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,2.0,2.0,5.0
99872,2016,4503,10002,10028,51,86500,1,2909802,29,2,26,M,2007,2011,2,1,1,0,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,EECCBAECBDCCCADCBDACAZBCAAD,EECXBXXCBDCCCXDCBDACXZBCAAX,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,A,B,A,B,D,D,A,B,C,A,A,D,B,A,C,29.0,A,A,A,C,B,C,C,E,E,A,6.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,1.0,3.0,5.0,3.0,6.0,6.0,2.0,5.0,1.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0
139583,2016,1128,10008,10028,12,107766,1,3133808,31,3,25,F,2009,2010,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,AAEDBDAB,1100110.0,DCBCCADCBCEADECDEDBDEDEDADB,101091019101911109111011119,555,555,555,555,555,555,555,555,555,555,555,62.7,55.0,50.0,62.5,75.0,95.0,70.0,50.0,90.0,40.0,65.3,72.7,23.3,10.0,30.0,30.0,C,C,C,D,A,C,B,D,C,A,A,A,D,D,D,B,E,B,A,B,A,A,A,A,31.0,B,A,B,C,A,C,E,A,E,G,6.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,6.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,8.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,3.0
31522,2016,585,10002,10028,38,14240,1,4205407,42,4,22,F,2011,2013,2,1,0,0,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EAEEDEED,1100000.0,CAAEEEACBEDEEBABCBCCADBEDCD,099180011801018100000800909,555,555,555,555,555,555,555,555,555,333,333,30.4,41.0,25.0,65.0,69.0,65.0,70.0,61.0,65.0,60.0,26.9,31.6,0.0,0.0,0.0,0.0,.,.,.,.,.,.,.,.,.,A,A,A,C,B,B,D,A,C,D,A,A,A,A,D,42.0,A,A,B,J,B,B,A,E,G,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,2.0,5.0,4.0,6.0,6.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,3.0
69829,2016,3223,10001,10022,12,58412,1,5300108,53,5,25,F,2009,2013,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAECBDAE,11100110.0,DEBEAAECACDADECDACBDEEEDADB,101191119111911119111111119,555,555,555,555,555,555,555,555,555,555,555,81.2,64.5,62.5,67.5,71.0,75.0,70.0,64.0,80.0,60.0,86.7,95.5,36.7,30.0,20.0,60.0,C,D,C,B,B,C,B,D,C,A,A,A,E,E,B,E,F,B,B,A,A,D,A,A,53.0,B,A,D,A,A,B,E,E,E,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,5.0,6.0,6.0,5.0,4.0,4.0,2.0,1.0,1.0,6.0,1.0,1.0,6.0,3.0,1.0
190998,2016,583,10002,10028,36,1122966,1,2304400,23,2,30,F,2004,2011,2,1,1,0,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,CAEBBDAE,11110110.0,BBAACCEEEBAABDECBABEDDDECDE,110188100001111910099111900,555,555,555,555,555,555,555,333,555,555,555,58.4,61.2,75.0,40.5,81.0,85.0,80.0,0.0,0.0,0.0,57.5,57.1,60.0,70.0,30.0,80.0,C,C,B,C,C,C,B,C,D,A,D,A,D,D,C,B,D,B,A,A,F,C,A,A,23.0,D,A,B,A,A,C,E,E,E,A,4.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,8.0,8.0,6.0
126471,2016,3,10002,10028,27,99413,1,2800308,28,2,21,F,2011,2012,2,1,0,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47153,2016,374,118,10020,6,20110,1,3550308,35,3,22,F,2011,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,CBECBBAE,10100010.0,EECDBEAEECDACEEAAADDECDDABC,001991009100111011901011111,555,555,555,555,555,555,555,555,555,555,555,51.3,31.7,37.5,23.0,0.0,0.0,0.0,46.0,70.0,40.0,57.8,60.9,40.0,60.0,20.0,40.0,C,C,C,B,B,B,E,D,D,A,A,A,D,E,B,A,E,C,E,E,A,A,A,A,35.0,B,A,B,C,A,B,D,E,A,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
90804,2016,1422,10005,10020,19,75106,1,1302603,13,1,25,F,2008,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,CAEBADAC,11110111.0,BAACDDAECEBBDABDEBDCCBBEDCE,901909019911110901111991010,555,555,555,555,555,555,555,555,555,555,555,66.3,77.1,87.5,61.5,69.0,65.0,70.0,54.0,70.0,50.0,62.7,63.2,60.0,100.0,20.0,60.0,.,.,.,.,.,.,.,.,.,B,D,A,D,E,C,B,A,F,E,E,A,A,A,F,43.0,A,A,A,J,A,C,B,A,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
31551,2016,585,10002,10028,38,14240,1,4205407,42,4,25,F,2009,2011,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,AADEBDAD,1000110.0,CDDEEEBCDDAAEBDBBEAEECECEED,099180110810018100110811919,555,555,555,555,555,555,336,555,555,555,555,49.1,36.7,37.5,35.5,0.0,0.0,0.0,71.0,75.0,70.0,53.2,57.9,26.7,80.0,0.0,0.0,D,E,C,B,B,B,B,C,B,B,B,A,B,B,C,B,C,E,E,A,A,A,A,D,42.0,A,A,G,K,A,A,B,E,H,A,4.0,3.0,3.0,5.0,6.0,3.0,6.0,5.0,4.0,5.0,3.0,2.0,5.0,2.0,2.0,3.0,6.0,5.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,6.0
46354,2016,319,121,10028,5,19884,1,3513702,35,3,30,M,2004,2006,2,1,0,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,AEEECCCBEADEBDEACDDBDDCABBD,AEEECCCBEXDEBDEAXDXBDXCABBD,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185767,2016,595,10002,10028,55,1108076,1,3101607,31,3,23,F,2011,2012,2,1,1,0,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,CECACZDCBACACBCEADBDAEBBECA,CECACZDXBXCXCBCXADXDAEXBECA,CAEDCDBE,11101100.0,AECAEDDCBCEACEEEAECBEEEDEAA,011108191909100910900190101,555,555,555,555,555,555,555,555,555,555,555,53.5,64.1,62.5,66.5,65.0,85.0,60.0,68.0,60.0,70.0,50.0,50.0,50.0,30.0,60.0,60.0,C,D,C,B,B,B,B,D,C,A,D,A,D,B,D,C,B,A,A,A,D,B,A,A,31.0,A,A,B,C,B,B,C,D,E,C,5.0,6.0,6.0,3.0,6.0,4.0,6.0,6.0,6.0,6.0,1.0,2.0,4.0,1.0,1.0,6.0,4.0,6.0,6.0,6.0,4.0,1.0,4.0,2.0,6.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0
127888,2016,2076,10005,10022,55,100136,1,2927408,29,2,32,F,2009,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,CECACZDCBACACBCEADBDAEBBECA,CECACZDXBXCXCBCXADXDAEXBECA,CABAADAD,11000110.0,CBCACEEEBAAEDBDC...........,101118091909010900900090000,555,555,555,555,555,555,555,555,555,555,555,36.4,54.0,50.0,60.0,87.0,75.0,90.0,33.0,45.0,30.0,30.5,30.0,33.3,60.0,40.0,0.0,B,C,B,B,B,C,C,D,D,A,D,A,B,A,C,E,B,F,E,G,A,A,A,A,29.0,A,A,D,B,B,D,D,E,E,H,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,5.0,5.0,2.0,2.0,6.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,8.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0
114451,2016,671,10005,10028,38,97573,0,5002704,50,5,53,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CEDCADAD,10000110.0,CBADBBBCADAEEAEECACEDCDCAAC,099081110811008000011801909,555,555,555,555,555,555,555,555,555,555,555,41.0,48.9,37.5,66.0,77.0,65.0,80.0,55.0,75.0,50.0,38.3,42.1,16.7,40.0,10.0,0.0,C,D,B,B,C,C,B,D,D,B,D,A,A,A,C,C,D,E,E,G,A,A,A,A,35.0,A,D,A,A,B,B,C,E,C,F,4.0,4.0,5.0,4.0,5.0,4.0,6.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,1.0,4.0,3.0,5.0,4.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,6.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0
214928,2016,1735,10005,10020,6,5000552,1,2307304,23,2,26,M,2009,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,AEDEADAE,110.0,DECDDBDEEBCECEADCAEEEBDABBA,001990109011110001901010010,555,555,555,555,555,555,555,555,555,555,555,39.7,28.4,25.0,33.5,48.0,40.0,50.0,19.0,55.0,10.0,43.5,43.5,43.3,70.0,30.0,30.0,C,C,C,B,B,C,D,C,D,A,D,A,B,B,B,H,B,A,A,E,E,B,A,C,23.0,A,A,B,C,B,E,E,A,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
192321,2016,3853,10005,10022,3501,1129362,1,2408102,24,2,28,F,2007,2013,2,1,0,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,BCBABDZAEBAZEABBCACCDADADCD,BCBABXZAEBAZEABBCACCDADADCD,EEBAAEED,0.0,AAABDACDEEDEBCDEDADBCDEBDEB,000009801008000001000000100,555,555,555,555,555,555,333,555,555,555,555,14.6,12.0,0.0,30.0,0.0,0.0,0.0,60.0,60.0,60.0,15.4,12.5,31.7,25.0,20.0,50.0,B,C,C,A,A,B,E,E,D,A,D,A,A,A,A,A,A,F,E,E,A,A,A,A,24.0,A,A,B,K,B,B,B,E,A,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
139769,2016,3615,10008,10022,36,107854,1,2611606,26,2,28,F,2006,2013,2,1,0,0,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,CBEBADAE,10110110.0,DCCACCEBCBCADCECBEEECDBEDBA,001188111011001911099101911,555,555,555,555,555,555,555,555,555,555,555,65.9,69.1,62.5,79.0,97.0,85.0,100.0,61.0,65.0,60.0,64.8,66.7,54.3,13.0,80.0,70.0,C,C,C,B,B,C,A,D,C,A,A,A,A,B,B,B,B,C,C,C,A,A,A,A,26.0,A,A,A,C,B,B,B,C,E,F,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0
8837,2016,135,10008,10020,36,4375,1,3505906,35,3,24,F,2009,2012,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,EABEADEB,1000100.0,BCCECCECEDCADCDCDEDBACEDBBA,101088100011000901199000911,555,555,555,555,555,555,555,555,555,555,555,40.8,39.2,25.0,60.5,76.0,60.0,80.0,45.0,65.0,40.0,41.3,42.9,32.0,21.0,45.0,30.0,C,C,C,A,A,A,E,D,D,A,A,A,C,B,F,A,A,A,A,E,F,C,A,A,31.0,A,A,C,D,B,A,E,C,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
68633,2016,417,10005,10028,12,57402,1,3550308,35,3,24,F,2009,2011,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEDCDAE,11101110.0,DBBDBAECACDADECCADBDDDBDADB,111091119111911019110001119,555,555,555,555,555,555,555,555,555,555,555,71.1,75.2,75.0,75.5,72.0,80.0,70.0,79.0,75.0,80.0,69.7,77.3,26.7,10.0,20.0,50.0,B,C,C,C,D,B,B,E,D,A,A,A,E,E,B,F,G,B,A,B,A,A,A,A,35.0,B,A,B,C,A,B,D,E,C,G,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
39821,2016,319,121,10028,36,18427,1,3550308,35,3,23,F,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,DEDAADCC,101.0,DECBCDECEDDCCDCDDABBCCEDBDE,001088100000010900099000900,555,555,555,555,555,555,555,555,555,555,555,24.6,43.6,25.0,71.5,80.0,80.0,80.0,63.0,75.0,60.0,18.3,14.3,41.0,3.0,80.0,40.0,C,C,C,B,B,B,B,D,D,A,B,A,B,E,B,B,B,B,A,B,A,A,A,D,35.0,A,A,B,C,A,C,C,A,C,E,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0
