Version,Metodo,I01_AL,I02_AL,I03_AL,I04_AL,I05_AL,I06_AL,I07_AL,I08_AL,I09_AL,I10_AL,I11_AL,I12_AL,I13_AL,I14_AL,I15_AL,I16_AL,I17_AL,I18_AL,I19_AL,I20_AL,I21_AL,I22_AL,I23_AL,I24_AL,I25_AL,I26_AL
0,RF_AL,0.016352,0.098892,2.7e-05,0.039924,0.045727,0.022743,0.033332,0.056431,0.035053,0.039376,0.069273,0.021466,0.09648,0.00363,0.014553,0.0,0.061167,0.027887,0.022346,0.041122,0.013196,0.042679,0.062561,0.03777,0.044402,0.05361
