Version,Método,I01_AL,I02_AL,I03_AL,I04_AL,I05_AL,I06_AL,I07_AL,I08_AL,I09_AL,I10_AL,I11_AL,I12_AL,I13_AL,I14_AL,I15_AL,I16_AL,I17_AL,I18_AL,I19_AL,I20_AL,I21_AL,I22_AL,I23_AL,I24_AL,I25_AL,I26_AL
0,LS_AL,0.008253,0.061495,0.006173,0.019321,0.032389,0.039509,0.039926,0.125915,0.015416,0.019374,0.074464,0.021804,0.127756,0.054403,0.025996,0.0,0.027801,0.034075,0.007305,0.031444,0.000407,0.047297,0.061838,0.066721,0.037992,0.012924
